analyte,family,raman_peak,sers_peak,shift,intensity_ratio,confidence,note,raman_rel,sers_rel,raman_prom,sers_prom,kind
cysteine,amino_acid,,1656.0,,,None,SERS-only,,0.40933129776143895,,0.45166949497557346,sers_only
cysteine,amino_acid,,1672.0,,,None,SERS-only,,0.7041729270004953,,2.1937222271838186,sers_only
cysteine,amino_acid,,1696.0,,,None,SERS-only,,0.5801728346899462,,1.9137493045700804,sers_only
cysteine,amino_acid,,1732.0,,,None,SERS-only,,0.5453430163844865,,1.654889910841332,sers_only
ergothioneine,cofactor,716.0,,,,None,Absent in SERS,0.20959416422520225,,1.6217505353921817,,raman_only
ergothioneine,cofactor,,812.0,,,None,SERS-only,,0.2624255612439539,,1.2366744983272557,sers_only
ergothioneine,cofactor,908.0,,,,None,Absent in SERS,0.2124474870354081,,1.495798773172502,,raman_only
ergothioneine,cofactor,962.0,,,,None,Absent in SERS,0.32816378247459255,,2.6613970330639556,,raman_only
ergothioneine,cofactor,1008.0,1018.0,10.0,1.1610541577512976,Low,Shifted band,0.15330997834463156,0.17800118894285002,0.9753705196187928,0.7094747489791579,matched
ergothioneine,cofactor,1088.0,,,,None,Absent in SERS,0.13864899296168887,,0.9949092170773551,,raman_only
ergothioneine,cofactor,,1130.0,,,None,SERS-only,,0.24661421284308851,,0.8839445562894972,sers_only
ergothioneine,cofactor,1206.0,,,,None,Absent in SERS,1.0,,8.355928093562255,,raman_only
ergothioneine,cofactor,,1222.0,,,None,SERS-only,,1.0,,5.267394009478956,sers_only
ergothioneine,cofactor,,1274.0,,,None,SERS-only,,0.15145632829085295,,0.6634336789451689,sers_only
ergothioneine,cofactor,,1304.0,,,None,SERS-only,,0.2997344823935293,,1.3737080970328912,sers_only
ergothioneine,cofactor,1328.0,,,,None,Absent in SERS,0.11049344378207317,,0.8737027180192685,,raman_only
ergothioneine,cofactor,1450.0,1440.0,-10.0,3.57896089033638,Low,Intensity enhanced,0.21764985154800112,0.7789603100567759,0.9728212223510252,4.112797134924006,matched
ergothioneine,cofactor,1496.0,,,,None,Absent in SERS,0.7444613664959285,,6.2055555495634165,,raman_only
ergothioneine,cofactor,,1586.0,,,None,SERS-only,,0.5482745290440414,,2.6347943520316077,sers_only
ergothioneine,cofactor,1638.0,,,,None,Absent in SERS,0.3101727708013971,,2.400326365234543,,raman_only
fructose,saccharide,524.0,522.0,-2.0,2.4303258466073383,High,Intensity enhanced,0.31976890272315267,0.7771426316596716,1.8671629015932585,1.1673580649029298,matched
fructose,saccharide,594.0,588.0,-6.0,1.9793508175648469,Medium,Intensity enhanced,0.29455086843032247,0.5830195042213453,1.5754683203637203,0.9831651709381186,matched
fructose,saccharide,,606.0,,,None,SERS-only,,0.6460491815566162,,0.4380895597134873,sers_only
fructose,saccharide,626.0,622.0,-4.0,0.6871414939641257,High,Intensity reduced,1.0,0.6871414946512673,7.819825495312521,1.066399630734669,matched
fructose,saccharide,,640.0,,,None,SERS-only,,0.7983334051487428,,2.8619835755009557,sers_only
fructose,saccharide,,660.0,,,None,SERS-only,,0.5029231568196195,,0.7854642666186578,sers_only
fructose,saccharide,,678.0,,,None,SERS-only,,0.6246627302698922,,1.1351468780365157,sers_only
fructose,saccharide,,696.0,,,None,SERS-only,,0.6321899568366744,,1.341749257277784,sers_only
fructose,saccharide,,714.0,,,None,SERS-only,,0.38336502678468726,,0.6267174403349138,sers_only
fructose,saccharide,,726.0,,,None,SERS-only,,0.595805552094562,,1.5655791955860616,sers_only
fructose,saccharide,,744.0,,,None,SERS-only,,0.6084179280079038,,1.797501778116779,sers_only
fructose,saccharide,,778.0,,,None,SERS-only,,0.7155259136023391,,1.1612769103168874,sers_only
fructose,saccharide,,796.0,,,None,SERS-only,,1.0,,3.7993814710220937,sers_only
fructose,saccharide,818.0,,,,None,Absent in SERS,0.5431627631029052,,4.042785948731673,,raman_only
fructose,saccharide,,842.0,,,None,SERS-only,,0.9420198892778427,,2.6108788910478644,sers_only
fructose,saccharide,872.0,860.0,-12.0,1.3108942629175135,Low,Shifted band,0.5560960034623933,0.7289830618811033,4.331630445148461,1.1179271193285127,matched
fructose,saccharide,,886.0,,,None,SERS-only,,0.7387592752086936,,1.2537972218768683,sers_only
fructose,saccharide,,912.0,,,None,SERS-only,,0.5929336041286641,,1.3763883013435128,sers_only
fructose,saccharide,926.0,,,,None,Absent in SERS,0.18680402859741727,,1.408564712452748,,raman_only
fructose,saccharide,,948.0,,,None,SERS-only,,0.7989441853735099,,2.3036814477082705,sers_only
fructose,saccharide,,964.0,,,None,SERS-only,,0.6401296802163339,,0.7089163007556402,sers_only
fructose,saccharide,978.0,990.0,12.0,2.8167738543877547,Low,Intensity enhanced,0.2551427103781426,0.7186793185475533,1.9458652361552446,1.178980909027385,matched
fructose,saccharide,,1020.0,,,None,SERS-only,,0.6888283647773867,,1.0280367857275705,sers_only
fructose,saccharide,1048.0,1040.0,-8.0,4.583692938581305,Medium,Intensity enhanced,0.20734136913660053,0.9503891741709086,0.850270294498799,2.9957686507838464,matched
fructose,saccharide,,1064.0,,,None,SERS-only,,0.8113116731617838,,2.6706566223910633,sers_only
fructose,saccharide,1084.0,1090.0,6.0,1.846990949987455,Medium,Intensity enhanced,0.42197852835469674,0.7793905248071406,3.2673243389931748,1.4313500237284447,matched
fructose,saccharide,1142.0,1136.0,-6.0,4.411085276326519,Medium,Intensity enhanced,0.15040549853132437,0.6634514844611601,0.9652064027926341,1.195187665994554,matched
fructose,saccharide,,1156.0,,,None,SERS-only,,0.24596364511602758,,0.4789118156367924,sers_only
fructose,saccharide,1178.0,1180.0,2.0,3.776693843282826,High,Intensity enhanced,0.16807015949730106,0.6347495403897133,1.2706406515326918,1.2311596724754095,matched
fructose,saccharide,,1206.0,,,None,SERS-only,,0.8186439633098067,,2.9806215824345843,sers_only
fructose,saccharide,,1246.0,,,None,SERS-only,,0.6768649779922633,,1.6781676003856045,sers_only
fructose,saccharide,1266.0,,,,None,Absent in SERS,0.38363316258667085,,2.9628740486105154,,raman_only
fructose,saccharide,,1282.0,,,None,SERS-only,,0.6094746253273283,,1.9993104039764837,sers_only
fructose,saccharide,,1306.0,,,None,SERS-only,,0.6993806286438725,,0.9184180726187553,sers_only
fructose,saccharide,,1318.0,,,None,SERS-only,,0.7876300340012119,,2.158674022319831,sers_only
fructose,saccharide,,1336.0,,,None,SERS-only,,0.7895395108470464,,1.6415196994445713,sers_only
fructose,saccharide,,1376.0,,,None,SERS-only,,0.8511439604916886,,2.0626738004562393,sers_only
fructose,saccharide,,1410.0,,,None,SERS-only,,0.7754986779761043,,1.1253229478535591,sers_only
fructose,saccharide,,1432.0,,,None,SERS-only,,0.6490103495056267,,0.4898289814825009,sers_only
fructose,saccharide,,1446.0,,,None,SERS-only,,0.9471339707355204,,3.9329168010850064,sers_only
fructose,saccharide,1472.0,1466.0,-6.0,2.485391025213424,Medium,Intensity enhanced,0.37672244541866456,0.9363025873253941,2.8910829974865457,2.817685389936792,matched
fructose,saccharide,,1480.0,,,None,SERS-only,,0.8050034171952597,,1.1598179087739953,sers_only
fructose,saccharide,,1512.0,,,None,SERS-only,,0.9183473974699117,,3.236201392607308,sers_only
fructose,saccharide,,1532.0,,,None,SERS-only,,0.5850100178800314,,0.9215316147273108,sers_only
fructose,saccharide,,1550.0,,,None,SERS-only,,0.6171902095844316,,1.8736798579793912,sers_only
fructose,saccharide,,1596.0,,,None,SERS-only,,0.7008636913924109,,0.9606490586338443,sers_only
fructose,saccharide,,1610.0,,,None,SERS-only,,0.7656782186455423,,2.5834303890669714,sers_only
fructose,saccharide,,1636.0,,,None,SERS-only,,0.6910561159211169,,1.4980526274827857,sers_only
fructose,saccharide,,1650.0,,,None,SERS-only,,0.7135834583019388,,1.670355566788999,sers_only
fructose,saccharide,,1708.0,,,None,SERS-only,,0.6524981319531549,,2.1126096695086365,sers_only
fructose,saccharide,,1722.0,,,None,SERS-only,,0.3786429066889192,,0.5964324859453192,sers_only
fructose,saccharide,,1736.0,,,None,SERS-only,,0.567086029714608,,0.8143126872837603,sers_only
fructose,saccharide,,1748.0,,,None,SERS-only,,0.6106215046879853,,0.4724784975124107,sers_only
fructose-6-phosphate,saccharide,,522.0,,,None,SERS-only,,0.7294368306617788,,0.7738243639492086,sers_only
fructose-6-phosphate,saccharide,534.0,530.0,-4.0,2.849942171027508,High,Intensity enhanced,0.2505225053702211,0.7139746556960007,1.1240651633835057,0.3753425569049585,matched
fructose-6-phosphate,saccharide,,558.0,,,None,SERS-only,,0.7609954325759825,,1.1669901067457165,sers_only
fructose-6-phosphate,saccharide,,576.0,,,None,SERS-only,,0.7320781835849421,,0.7380667761721227,sers_only
fructose-6-phosphate,saccharide,622.0,610.0,-12.0,2.739035713946667,Low,Intensity enhanced,0.2117042949671196,0.5798656274498759,1.3432746326245872,1.1576456481577961,matched
fructose-6-phosphate,saccharide,,644.0,,,None,SERS-only,,0.7387859914826949,,1.6899008564108158,sers_only
fructose-6-phosphate,saccharide,,674.0,,,None,SERS-only,,0.661123193260816,,1.2761841613993088,sers_only
fructose-6-phosphate,saccharide,,714.0,,,None,SERS-only,,0.693341720048715,,1.4446282337644587,sers_only
fructose-6-phosphate,saccharide,,742.0,,,None,SERS-only,,0.49305758373956404,,0.7739102286987648,sers_only
fructose-6-phosphate,saccharide,,766.0,,,None,SERS-only,,0.5430691291890627,,0.6362545511544194,sers_only
fructose-6-phosphate,saccharide,,780.0,,,None,SERS-only,,0.7533256819836497,,1.4728381915688118,sers_only
fructose-6-phosphate,saccharide,,800.0,,,None,SERS-only,,0.7551696372505997,,1.9051016746479252,sers_only
fructose-6-phosphate,saccharide,832.0,820.0,-12.0,1.6094790015347393,Low,Intensity enhanced,0.36208207203580556,0.5827634933832969,2.649436273569769,0.9536414187570407,matched
fructose-6-phosphate,saccharide,,844.0,,,None,SERS-only,,0.7965224358905179,,0.6632517540183653,sers_only
fructose-6-phosphate,saccharide,,870.0,,,None,SERS-only,,0.9731442056115849,,2.7165594702220464,sers_only
fructose-6-phosphate,saccharide,,892.0,,,None,SERS-only,,0.8052830079073595,,0.4438045900657438,sers_only
fructose-6-phosphate,saccharide,,914.0,,,None,SERS-only,,0.6000053183346168,,0.6484421694956423,sers_only
fructose-6-phosphate,saccharide,,932.0,,,None,SERS-only,,0.7491363347875446,,1.6624252329271383,sers_only
fructose-6-phosphate,saccharide,,948.0,,,None,SERS-only,,0.5164658282097019,,0.5096558846867574,sers_only
fructose-6-phosphate,saccharide,972.0,962.0,-10.0,0.5663063078375558,Low,Intensity reduced,1.0,0.5663063084038621,7.598466713896855,0.7924822345278457,matched
fructose-6-phosphate,saccharide,,986.0,,,None,SERS-only,,0.514662068163235,,0.6883812326789559,sers_only
fructose-6-phosphate,saccharide,,1024.0,,,None,SERS-only,,1.0,,3.3745423893202493,sers_only
fructose-6-phosphate,saccharide,,1042.0,,,None,SERS-only,,0.9660762814565566,,1.074364450186747,sers_only
fructose-6-phosphate,saccharide,1070.0,,,,None,Absent in SERS,0.33946226012609526,,2.3357075761571395,,raman_only
fructose-6-phosphate,saccharide,,1088.0,,,None,SERS-only,,0.8176601119987238,,1.6384381836453517,sers_only
fructose-6-phosphate,saccharide,,1110.0,,,None,SERS-only,,0.6672789795784199,,1.0102073131279974,sers_only
fructose-6-phosphate,saccharide,,1134.0,,,None,SERS-only,,0.4093240986074204,,0.4366532061252459,sers_only
fructose-6-phosphate,saccharide,,1158.0,,,None,SERS-only,,0.7023309639911517,,0.48044766842192393,sers_only
fructose-6-phosphate,saccharide,,1182.0,,,None,SERS-only,,0.7997956716577999,,2.3333578164561164,sers_only
fructose-6-phosphate,saccharide,,1206.0,,,None,SERS-only,,0.7078141466932831,,1.1425507550104483,sers_only
fructose-6-phosphate,saccharide,,1230.0,,,None,SERS-only,,0.4287480282873541,,0.3795690991630519,sers_only
fructose-6-phosphate,saccharide,1266.0,1254.0,-12.0,4.292556587274447,Low,Intensity enhanced,0.16717346020568236,0.7176015421159211,0.8922223671110099,1.5143373266985867,matched
fructose-6-phosphate,saccharide,,1278.0,,,None,SERS-only,,0.5811221135467635,,0.8383202590866249,sers_only
fructose-6-phosphate,saccharide,,1314.0,,,None,SERS-only,,0.8633572806714515,,1.198167468111382,sers_only
fructose-6-phosphate,saccharide,1346.0,1338.0,-8.0,5.5557537162665005,Medium,Intensity enhanced,0.16591789203375099,0.9217989508173697,0.8455052573665862,2.9819821166544482,matched
fructose-6-phosphate,saccharide,,1372.0,,,None,SERS-only,,0.5422947551183845,,0.4552858061835379,sers_only
fructose-6-phosphate,saccharide,,1382.0,,,None,SERS-only,,0.31670584859664574,,0.46114478305644524,sers_only
fructose-6-phosphate,saccharide,,1410.0,,,None,SERS-only,,0.4499386683844095,,0.887660966832269,sers_only
fructose-6-phosphate,saccharide,,1434.0,,,None,SERS-only,,0.715380766115851,,0.8165910246099484,sers_only
fructose-6-phosphate,saccharide,,1448.0,,,None,SERS-only,,0.8573588508949913,,2.7249872037406306,sers_only
fructose-6-phosphate,saccharide,1460.0,1470.0,10.0,1.9312929539048214,Low,Intensity enhanced,0.3292494919961228,0.6358772259001468,2.3672841934875706,0.8697113949415067,matched
fructose-6-phosphate,saccharide,,1488.0,,,None,SERS-only,,0.6586942080921806,,1.1740264619642775,sers_only
fructose-6-phosphate,saccharide,,1510.0,,,None,SERS-only,,0.6526780446429956,,0.7730422476127345,sers_only
fructose-6-phosphate,saccharide,,1524.0,,,None,SERS-only,,0.6052554430104141,,0.5020885031941487,sers_only
fructose-6-phosphate,saccharide,,1558.0,,,None,SERS-only,,0.4181516543597739,,0.4418755090709398,sers_only
fructose-6-phosphate,saccharide,,1566.0,,,None,SERS-only,,0.3196973449704727,,0.3994145705544113,sers_only
fructose-6-phosphate,saccharide,,1598.0,,,None,SERS-only,,0.6387106964984007,,1.2570103109105148,sers_only
fructose-6-phosphate,saccharide,,1620.0,,,None,SERS-only,,0.6371075566348751,,1.2497119112071413,sers_only
fructose-6-phosphate,saccharide,,1632.0,,,None,SERS-only,,0.5666116554025975,,0.555179239404539,sers_only
fructose-6-phosphate,saccharide,,1646.0,,,None,SERS-only,,0.6920996141498575,,1.7844861241989967,sers_only
fructose-6-phosphate,saccharide,,1664.0,,,None,SERS-only,,0.6804260229814814,,1.541903101755071,sers_only
fructose-6-phosphate,saccharide,,1678.0,,,None,SERS-only,,0.631801817641026,,1.0567301188590175,sers_only
fructose-6-phosphate,saccharide,,1692.0,,,None,SERS-only,,0.4638560808645552,,0.4133405871045532,sers_only
fructose-6-phosphate,saccharide,,1706.0,,,None,SERS-only,,0.5190119656319445,,0.45642794857528,sers_only
fructose-6-phosphate,saccharide,,1720.0,,,None,SERS-only,,0.5313927140814413,,0.7751709989522191,sers_only
fructose-6-phosphate,saccharide,,1744.0,,,None,SERS-only,,0.6285635749616997,,0.5347698159006228,sers_only
galactose,saccharide,528.0,536.0,8.0,0.7577054465582532,Medium,Shifted band,0.906907615168611,0.6871688402961182,5.185112577304748,1.4930844883728702,matched
galactose,saccharide,,564.0,,,None,SERS-only,,0.6301153952910432,,1.9438051884768495,sers_only
galactose,saccharide,604.0,594.0,-10.0,3.2979272024185335,Low,Intensity enhanced,0.2463404301592893,0.8124128089757303,1.5111877565944978,2.5554870806804932,matched
galactose,saccharide,,618.0,,,None,SERS-only,,0.5809623284183498,,0.8593536985857404,sers_only
galactose,saccharide,,642.0,,,None,SERS-only,,0.7007541886852874,,1.5037335543065922,sers_only
galactose,saccharide,,664.0,,,None,SERS-only,,0.48527985967358506,,0.4102523650873847,sers_only
galactose,saccharide,,682.0,,,None,SERS-only,,0.5076169674894458,,0.6162059304763812,sers_only
galactose,saccharide,708.0,696.0,-12.0,3.369313562480503,Low,Intensity enhanced,0.16503585862323297,0.5560575601241873,0.8475347941485161,1.3134845988964916,matched
galactose,saccharide,,720.0,,,None,SERS-only,,0.5378009292948437,,1.0493595629331467,sers_only
galactose,saccharide,,752.0,,,None,SERS-only,,0.67839813782874,,1.0730626714235163,sers_only
galactose,saccharide,,768.0,,,None,SERS-only,,0.7150784645894409,,1.9725523651000443,sers_only
galactose,saccharide,,796.0,,,None,SERS-only,,0.586468217730026,,1.439416793513865,sers_only
galactose,saccharide,,812.0,,,None,SERS-only,,0.5515306170392574,,0.35344487328673496,sers_only
galactose,saccharide,,854.0,,,None,SERS-only,,0.6827974489620884,,0.5609701821877363,sers_only
galactose,saccharide,872.0,870.0,-2.0,0.7938356591911777,High,Strong correspondence,1.0,0.7938356599850135,6.6352439122553974,1.5068194937598736,matched
galactose,saccharide,,896.0,,,None,SERS-only,,0.548406479726566,,0.5123552876815545,sers_only
galactose,saccharide,,910.0,,,None,SERS-only,,0.5330755267290883,,0.39114820289003105,sers_only
galactose,saccharide,936.0,940.0,4.0,1.9790275667080637,High,Intensity enhanced,0.4012479266782249,0.7940807099596906,2.41746995014017,2.357692623131933,matched
galactose,saccharide,,970.0,,,None,SERS-only,,0.49070828450916526,,0.8334643705268961,sers_only
galactose,saccharide,,998.0,,,None,SERS-only,,0.6091737270938127,,0.6592217912334646,sers_only
galactose,saccharide,1020.0,1018.0,-2.0,2.2247341729935344,High,Intensity enhanced,0.38567580605132873,0.8580261476439518,1.8166867853199031,0.4195706885601449,matched
galactose,saccharide,1038.0,1032.0,-6.0,2.575026944872675,Medium,Intensity enhanced,0.3544962104544743,0.9128372963505529,1.2204025668823824,2.615847778823166,matched
galactose,saccharide,1062.0,1060.0,-2.0,1.3329063927549756,High,Strong correspondence,0.6092194120623877,0.8120324502612907,4.0569145156653,0.6820917786886016,matched
galactose,saccharide,,1078.0,,,None,SERS-only,,0.7827365579343194,,0.47588809981637303,sers_only
galactose,saccharide,1098.0,1090.0,-8.0,2.914429588383661,Medium,Intensity enhanced,0.3050957012135013,0.8891799418197187,1.130542637195441,1.063972409768866,matched
galactose,saccharide,,1112.0,,,None,SERS-only,,0.7131982727410336,,1.4032998659230218,sers_only
galactose,saccharide,1142.0,1134.0,-8.0,1.7027524618137209,Medium,Intensity enhanced,0.2998188261513852,0.5105172460301237,1.3271013794207744,0.6321683626879092,matched
galactose,saccharide,,1158.0,,,None,SERS-only,,0.40198428748844445,,0.6112179857811242,sers_only
galactose,saccharide,,1186.0,,,None,SERS-only,,0.8054968846176497,,1.5365774121642015,sers_only
galactose,saccharide,,1208.0,,,None,SERS-only,,0.9709214684501235,,3.096488207427875,sers_only
galactose,saccharide,,1238.0,,,None,SERS-only,,0.4271517401980981,,0.5632706914707529,sers_only
galactose,saccharide,,1256.0,,,None,SERS-only,,0.6212111837123198,,1.503617299643258,sers_only
galactose,saccharide,1268.0,1272.0,4.0,0.7817441243240257,High,Strong correspondence,0.6604815858100211,0.516327599712943,4.2887244831096245,0.883527330076773,matched
galactose,saccharide,,1298.0,,,None,SERS-only,,0.48602572191952037,,0.6393357818936469,sers_only
galactose,saccharide,,1326.0,,,None,SERS-only,,0.8971417159381836,,2.625607566177296,sers_only
galactose,saccharide,1336.0,1342.0,6.0,2.4735661343833133,Medium,Intensity enhanced,0.2740022148319883,0.6777626018279936,1.0318367010125542,0.3663904917374826,matched
galactose,saccharide,1370.0,1358.0,-12.0,1.6684358519890448,Low,Intensity enhanced,0.34482463562210214,0.5753177863894098,1.9360949000350778,0.35859206684813666,matched
galactose,saccharide,1388.0,1386.0,-2.0,1.3699514235220998,High,Strong correspondence,0.2943058336035646,0.403184697066013,0.7264492420835913,0.43690347851662836,matched
galactose,saccharide,,1406.0,,,None,SERS-only,,0.27927063852688033,,0.46882362161729885,sers_only
galactose,saccharide,,1426.0,,,None,SERS-only,,0.32783956866486846,,0.8293388736195692,sers_only
galactose,saccharide,1452.0,1446.0,-6.0,3.3807897128796953,Medium,Intensity enhanced,0.2052766444377813,0.6939971711905036,1.006732557830158,2.11879246415074,matched
galactose,saccharide,,1470.0,,,None,SERS-only,,0.6873854325807726,,1.7591299634728972,sers_only
galactose,saccharide,,1498.0,,,None,SERS-only,,0.547021593669554,,0.49332520176420713,sers_only
galactose,saccharide,1512.0,1514.0,2.0,4.076277702219657,High,Intensity enhanced,0.16629370800575954,0.6778593380395818,0.9232193066994071,1.5539481447899672,matched
galactose,saccharide,,1574.0,,,None,SERS-only,,0.43603720970086796,,0.558112204441622,sers_only
galactose,saccharide,,1602.0,,,None,SERS-only,,1.0,,3.027530598802093,sers_only
galactose,saccharide,1614.0,1614.0,0.0,5.04788635412754,High,Intensity enhanced,0.17735521155625575,0.8952689572961128,0.9048850295768489,0.4690659801210686,matched
galactose,saccharide,,1646.0,,,None,SERS-only,,0.3501819477135559,,0.5720938813976103,sers_only
galactose,saccharide,,1666.0,,,None,SERS-only,,0.6920109069473622,,1.8303720644725954,sers_only
galactose,saccharide,,1686.0,,,None,SERS-only,,0.44434461141398734,,0.9802099020695338,sers_only
galactose,saccharide,,1700.0,,,None,SERS-only,,0.47645519990994567,,1.1060847931681645,sers_only
galactose,saccharide,,1730.0,,,None,SERS-only,,0.6832248192238538,,1.069547459767295,sers_only
glucose,saccharide,,528.0,,,None,SERS-only,,0.8498280276801226,,1.5893230637358635,sers_only
glucose,saccharide,542.0,548.0,6.0,0.5154046383599349,Medium,Intensity reduced,1.0,0.5154046388753396,5.750401321250238,0.7067765984643877,matched
glucose,saccharide,,586.0,,,None,SERS-only,,0.6538745822454771,,2.3311236572589484,sers_only
glucose,saccharide,,614.0,,,None,SERS-only,,0.5905983696736329,,1.7292001438946418,sers_only
glucose,saccharide,650.0,656.0,6.0,2.663195945790514,Medium,Intensity enhanced,0.1886397228125609,0.5023845476726544,0.9299072180143078,0.7889769424127371,matched
glucose,saccharide,,682.0,,,None,SERS-only,,0.52462159187199,,1.2660715286316975,sers_only
glucose,saccharide,,708.0,,,None,SERS-only,,0.2773080838306972,,0.6658571875135731,sers_only
glucose,saccharide,,750.0,,,None,SERS-only,,0.5245931355143264,,1.1587258268559206,sers_only
glucose,saccharide,772.0,774.0,2.0,3.093458847477829,High,Intensity enhanced,0.1770997168907258,0.5478506891948932,0.9100975713080852,0.7282238835694399,matched
glucose,saccharide,,812.0,,,None,SERS-only,,0.9764018072997598,,3.1115427599804044,sers_only
glucose,saccharide,842.0,840.0,-2.0,0.5915311816703755,High,Intensity reduced,0.8393887027148812,0.49652459178922836,4.832071710579381,0.8374572984104376,matched
glucose,saccharide,,858.0,,,None,SERS-only,,0.60746909620102,,0.7440989225099174,sers_only
glucose,saccharide,,882.0,,,None,SERS-only,,0.678608795669906,,1.2527560559710509,sers_only
glucose,saccharide,916.0,904.0,-12.0,1.2852765993457143,Low,Shifted band,0.5497666769881907,0.7066022463182521,3.0698633107663444,1.712799048937318,matched
glucose,saccharide,,940.0,,,None,SERS-only,,0.5628219053867561,,1.379159288856649,sers_only
glucose,saccharide,,984.0,,,None,SERS-only,,0.394849297156234,,0.8435549563613051,sers_only
glucose,saccharide,1022.0,1010.0,-12.0,2.271145055469732,Low,Intensity enhanced,0.2407496364525555,0.5467773487065021,0.995900750989053,1.3946557897016376,matched
glucose,saccharide,,1046.0,,,None,SERS-only,,1.0,,3.676979832435422,sers_only
glucose,saccharide,1074.0,,,,None,Absent in SERS,0.6736932766108887,,3.3752767118534113,,raman_only
glucose,saccharide,,1096.0,,,None,SERS-only,,0.7873724626702615,,1.645468581092246,sers_only
glucose,saccharide,1120.0,1118.0,-2.0,0.8035791528335094,High,Strong correspondence,0.7340585168429741,0.5898741218984787,4.2568078526712885,0.6701199693013911,matched
glucose,saccharide,,1140.0,,,None,SERS-only,,0.30566639064772944,,0.6750814246795944,sers_only
glucose,saccharide,1150.0,1156.0,6.0,1.8051438807509947,Medium,Intensity enhanced,0.2940034173132723,0.5307184714880785,1.0033951761863342,1.3021910182946135,matched
glucose,saccharide,,1184.0,,,None,SERS-only,,0.8696016746983624,,3.1407795965756105,sers_only
glucose,saccharide,,1202.0,,,None,SERS-only,,0.7452674121910217,,0.9237724011535098,sers_only
glucose,saccharide,,1238.0,,,None,SERS-only,,0.3837815405806416,,0.6021601422267993,sers_only
glucose,saccharide,1272.0,1264.0,-8.0,1.607946161647398,Medium,Intensity enhanced,0.2392066194160607,0.3846313671386509,1.203972795156847,0.9469936246753012,matched
glucose,saccharide,,1280.0,,,None,SERS-only,,0.3126512004903631,,0.4601337173954093,sers_only
glucose,saccharide,,1324.0,,,None,SERS-only,,0.766574049573301,,2.3156586965428314,sers_only
glucose,saccharide,1346.0,1350.0,4.0,0.9687206465610068,High,Strong correspondence,0.7119986776856133,0.6897278203669098,4.081598143796449,0.6109604015042132,matched
glucose,saccharide,,1362.0,,,None,SERS-only,,0.5251197960642232,,0.47699860502449964,sers_only
glucose,saccharide,,1396.0,,,None,SERS-only,,0.3791504338084758,,0.7077099075983785,sers_only
glucose,saccharide,,1444.0,,,None,SERS-only,,0.8259519114236755,,2.947507687381819,sers_only
glucose,saccharide,1460.0,1464.0,4.0,2.1328030918600627,High,Intensity enhanced,0.3679001117376572,0.784658497942541,1.6138612255053728,0.6605605990788026,matched
glucose,saccharide,,1478.0,,,None,SERS-only,,0.7001650937697956,,0.774650944017503,sers_only
glucose,saccharide,,1502.0,,,None,SERS-only,,0.604011332203288,,0.8956610093505633,sers_only
glucose,saccharide,,1524.0,,,None,SERS-only,,0.6540870145377747,,1.8291551162272746,sers_only
glucose,saccharide,,1544.0,,,None,SERS-only,,0.3443411357921381,,0.8390747718473733,sers_only
glucose,saccharide,,1594.0,,,None,SERS-only,,0.6912831938493151,,0.7581536235535463,sers_only
glucose,saccharide,,1612.0,,,None,SERS-only,,0.7742147846061208,,2.034264940144346,sers_only
glucose,saccharide,,1636.0,,,None,SERS-only,,0.4946085409220487,,0.45992942555264044,sers_only
glucose,saccharide,,1652.0,,,None,SERS-only,,0.5186809630578881,,0.6516491391945483,sers_only
glucose,saccharide,,1666.0,,,None,SERS-only,,0.5936879157163337,,1.1655607370096275,sers_only
glucose,saccharide,,1688.0,,,None,SERS-only,,0.5563483132152685,,0.8157265397943396,sers_only
glucose,saccharide,,1712.0,,,None,SERS-only,,0.5805711183071796,,0.9661881877154427,sers_only
glucose,saccharide,,1724.0,,,None,SERS-only,,0.41288623022199467,,0.43289815175986535,sers_only
glucose,saccharide,,1742.0,,,None,SERS-only,,0.6716274812425959,,1.3431659757482133,sers_only
glutamate,amino_acid,,522.0,,,None,SERS-only,,1.0,,2.988239801218029,sers_only
glutamate,amino_acid,538.0,,,,None,Absent in SERS,0.3652388346350105,,2.161854525025783,,raman_only
glutamate,amino_acid,,564.0,,,None,SERS-only,,0.6267378116628615,,1.5395638670979739,sers_only
glutamate,amino_acid,,600.0,,,None,SERS-only,,0.590962837225651,,0.848020043815487,sers_only
glutamate,amino_acid,,648.0,,,None,SERS-only,,0.6690855506672729,,2.534515167823251,sers_only
glutamate,amino_acid,,676.0,,,None,SERS-only,,0.4983212216774392,,0.8336019711117653,sers_only
glutamate,amino_acid,,694.0,,,None,SERS-only,,0.4506869906372826,,0.5602376270772994,sers_only
glutamate,amino_acid,708.0,716.0,8.0,3.098980986746787,Medium,Intensity enhanced,0.1810780527771242,0.5611574457724201,1.2054834474249145,1.6629072969252392,matched
glutamate,amino_acid,,736.0,,,None,SERS-only,,0.5074154969567843,,0.489179411573223,sers_only
glutamate,amino_acid,762.0,,,,None,Absent in SERS,0.17144236360529366,,1.0570100722916205,,raman_only
glutamate,amino_acid,,776.0,,,None,SERS-only,,0.5150320478381226,,0.725072245576512,sers_only
glutamate,amino_acid,804.0,800.0,-4.0,3.946648202431989,High,Intensity enhanced,0.21792633928558294,0.8600785991506779,1.522263525101791,4.093401688007594,matched
glutamate,amino_acid,,814.0,,,None,SERS-only,,0.6177569020653244,,1.0076831677637286,sers_only
