analyte,family,family_ambiguous,n_raman,n_sers,raman_sources,sers_sources,raman_multi_source,within_raman_cos,within_sers_cos,cosine,pearson,spearman,spectral_angle_deg,nrmse,derivative_corr,xcorr_max,xcorr_lag_cm,dtw,peak_overlap,peak_jaccard,peak_precision,peak_recall,peak_f1,n_raman_peaks,n_sers_peaks,n_matched,n_raman_only,n_sers_only,matched_pct_of_raman,unmatched_pct_of_raman,mean_shift,median_shift,mean_abs_shift,max_abs_shift,std_shift,peak_correspondence_score,align_baseline_cosine,align_baseline_peak_f1,align_optimal_shift_cm,align_aligned_cosine,align_aligned_peak_f1,align_cosine_gain,align_peak_f1_gain,red_n_pairs,red_peak_rank_corr,red_norm_intensity_corr,red_band_ratio_preservation,red_intensity_redistribution_index,reproducibility_ceiling,cosine_vs_ceiling,interpretation
lactate,organic_acid,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.999351030697853,0.6145306779159742,0.05355438350045035,0.053554383500450456,0.04091735740230368,86.93009120351596,0.17604218366009924,-0.09761433364481403,0.17763871315739144,-590.0,0.3914765916907296,0.46153846153846156,0.3,0.3333333333333333,0.75,0.46153846153846156,16,36,12,4,24,75.0,25.0,-2.0,-4.0,7.666666666666667,12.0,8.16496580927726,0.16666666666666666,0.05355438350045035,0.46153846153846156,10.0,0.12247843256667941,0.5,0.06892404906622907,0.038461538461538436,12,0.11188811188811189,0.4177610079932038,0.23803274387011167,0.14952305460705703,0.8069408543069136,0.06636717327498375,"Of 16 prominent Raman bands, 12 (75%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.46), while the full-profile cosine is only +0.05 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 852→860 cm⁻¹ (+8); 1264→1268 cm⁻¹ (+4); 1332→1322 cm⁻¹ (-10). Modest systematic displacement (mean |Δν| 7.7 cm⁻¹, median -4.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ 0.11, redistribution index 0.15): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 24/36 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
leucine,amino_acid,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9920743572384726,0.5648118064977188,0.11890144805307978,0.11890144805308003,0.033626825870395435,83.17129372339915,0.2062947878166533,-0.011365264089345073,0.28288654408363745,-264.0,0.32265095364532126,0.36923076923076925,0.22641509433962265,0.25,0.7058823529411765,0.36923076923076925,17,48,12,5,36,70.58823529411765,29.411764705882348,1.1666666666666667,3.0,5.166666666666667,10.0,5.799904213768438,0.21025641025641026,0.11890144805307978,0.36923076923076925,-10.0,0.1646332040791527,0.46153846153846156,0.045731756026072906,0.09230769230769231,12,-0.1958041958041958,0.31345831362473964,-0.0282150136183221,0.24167343311816433,0.7784430818680956,0.15274263568216437,"Of 17 prominent Raman bands, 12 (71%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.37), while the full-profile cosine is only +0.12 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 1456→1454 cm⁻¹ (-2); 1342→1348 cm⁻¹ (+6); 846→848 cm⁻¹ (+2). Modest systematic displacement (mean |Δν| 5.2 cm⁻¹, median 3.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.20, redistribution index 0.24): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 36/48 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
mannose,saccharide,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.977680747521168,0.47983896315688634,0.042949143471616824,0.042949143471616935,0.01884621139425216,87.53843817144798,0.23707531727446982,-0.04192785965658939,0.3431655876922189,26.0,0.33479691978376835,0.3934426229508197,0.24489795918367346,0.26666666666666666,0.75,0.3934426229508197,16,45,12,4,33,75.0,25.0,1.6666666666666667,4.0,6.666666666666667,12.0,7.431165603202651,0.17486338797814208,0.042949143471616824,0.3934426229508197,10.0,0.1503823221293256,0.4262295081967213,0.10743317865770877,0.032786885245901565,12,0.0,0.11745719035762256,-0.09851724407007911,0.19657871959552428,0.7287598553390271,0.058934562815121605,"Of 16 prominent Raman bands, 12 (75%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.39), while the full-profile cosine is only +0.04 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 1082→1084 cm⁻¹ (+2); 882→872 cm⁻¹ (-10); 664→672 cm⁻¹ (+8). Modest systematic displacement (mean |Δν| 6.7 cm⁻¹, median 4.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ 0.00, redistribution index 0.20): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 33/45 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
methionine,amino_acid,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9876304161771144,0.2802342314992242,0.20111362188394566,0.2011136218839461,0.322547443450957,78.39791184060186,0.1212684389673632,0.17033996372992802,0.2601463336225231,-338.0,0.2866269042880733,0.36065573770491804,0.22,0.22,1.0,0.36065573770491804,11,50,11,0,39,100.0,0.0,0.0,2.0,4.7272727272727275,12.0,5.78399044384977,0.21857923497267756,0.20111362188394566,0.36065573770491804,0.0,0.20111362188394566,0.36065573770491804,0.0,0.0,11,-0.24545454545454545,-0.3699136258250628,-0.0720492455749544,0.23479051517179825,0.6339323238381693,0.3172477791734849,"Of 11 prominent Raman bands, 11 (100%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.36), while the full-profile cosine is only +0.20 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 720→722 cm⁻¹ (+2); 1446→1444 cm⁻¹ (-2); 876→874 cm⁻¹ (-2). Modest systematic displacement (mean |Δν| 4.7 cm⁻¹, median 2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.25, redistribution index 0.23): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 39/50 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
n-acetylglucosamine,saccharide,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.991763573072169,0.4246261003328164,0.05585934537450006,0.055859345374500186,0.06681714906949977,86.79782851770376,0.21241456718313925,0.056158771927173286,0.2532996906623792,-308.0,0.32427915876879704,0.49275362318840576,0.3269230769230769,0.3469387755102041,0.85,0.49275362318840576,20,49,17,3,32,85.0,15.000000000000002,-1.7647058823529411,-4.0,6.235294117647059,10.0,6.50365880521659,0.2367149758454106,0.05585934537450006,0.49275362318840576,4.0,0.06050433611108427,0.5217391304347826,0.004644990736584212,0.02898550724637683,17,-0.012254901960784315,0.026691871080276194,-0.03945625256325129,0.13675871075008902,0.7081948367024927,0.07887567443246717,"Of 20 prominent Raman bands, 17 (85%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.49), while the full-profile cosine is only +0.06 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 1126→1128 cm⁻¹ (+2); 1380→1370 cm⁻¹ (-10); 866→862 cm⁻¹ (-4). Modest systematic displacement (mean |Δν| 6.2 cm⁻¹, median -4.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.01, redistribution index 0.14): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 32/49 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
oleate,lipid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.991051840945184,0.26906795612019047,0.17001842415151794,0.17001842415151833,0.09628327285206646,80.21110972284251,0.17460558579748875,0.13996778917049982,0.2130601977668504,772.0,0.3715287286472254,0.11764705882352941,0.0625,0.06521739130434782,0.6,0.11764705882352941,5,46,3,2,43,60.0,40.0,-3.3333333333333335,-6.0,4.666666666666667,6.0,3.7712361663282534,0.07189542483660132,0.17001842415151794,0.11764705882352941,4.0,0.18738805469784622,0.1568627450980392,0.017369630546328285,0.0392156862745098,3,-0.5,0.2458173642352428,0.3952437938481246,0.08771963884150091,0.6300598985326872,0.26984485847689205,"Of 5 prominent Raman bands, 3 (60%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.12), while the full-profile cosine is only +0.17 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 1440 cm⁻¹ (CH2 scissoring) → 1434 cm⁻¹ (-6); 1655 cm⁻¹ (cis C=C stretch) → 1650 cm⁻¹ (-6). Modest systematic displacement (mean |Δν| 4.7 cm⁻¹, median -6.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.50, redistribution index 0.09): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 43/46 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
phenylalanine,amino_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.9856455490592532,0.36023219034651754,-0.09225605940042261,-0.09225605940042289,0.13653893224517322,95.29340988659003,0.11819678814263374,-0.1074672203710173,0.2681800938219381,-36.0,0.29313737864367456,0.1724137931034483,0.09433962264150944,0.1,0.625,0.1724137931034483,8,50,5,3,45,62.5,37.5,3.2,4.0,7.2,12.0,7.2221880341071145,0.06896551724137932,-0.09225605940042261,0.1724137931034483,-10.0,0.11086526778713954,0.2758620689655173,0.20312132718756215,0.103448275862069,5,-0.09999999999999999,0.6590695696920887,0.404652699528935,0.07464021323564586,0.6729388697028853,-0.13709426450749582,"Of 8 prominent Raman bands, 5 (62%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.17), while the full-profile cosine is only -0.09 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 1206 cm⁻¹ (C-C ring) → 1208 cm⁻¹ (-6). Modest systematic displacement (mean |Δν| 7.2 cm⁻¹, median 4.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.10, redistribution index 0.07): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 45/50 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
phosphate,organic_acid,True,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9892029043691125,0.491271672579016,-0.020307678185619175,-0.020307678185619224,-0.07302393212849355,91.16362424121394,0.17660575862979586,-0.06864541489045209,0.2535945565952132,-116.0,0.4272283256223024,0.10909090909090909,0.057692307692307696,0.058823529411764705,0.75,0.10909090909090909,4,51,3,1,48,75.0,25.0,-4.0,-8.0,8.0,10.0,7.118052168020874,0.03636363636363637,-0.020307678185619175,0.10909090909090909,10.0,0.004786068556552076,0.10909090909090909,0.02509374674217125,0.0,3,0.5,0.2142632143797877,0.9644307216677398,0.2568191554109824,0.7402372884740642,-0.02743401136611439,"Of 4 prominent Raman bands, 3 (75%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.11), while the full-profile cosine is only -0.02 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 936→926 cm⁻¹ (-10); 560→566 cm⁻¹ (+6); 1066→1058 cm⁻¹ (-8). Modest systematic displacement (mean |Δν| 8.0 cm⁻¹, median -8.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative band intensities are comparatively well preserved (peak-rank ρ 0.50, redistribution 0.26), an unusually faithful transfer for a colloidal SERS measurement. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 48/51 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
phosphatidylinositol,lipid,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.8699281699031554,0.5110611177586012,0.07009028876643877,0.0700902887664389,0.05814043598774958,85.98082687918969,0.26486218047710114,0.06515967900238673,0.17950474544033648,-804.0,0.33305037857250186,0.4788732394366197,0.3148148148148148,0.3148148148148148,1.0,0.4788732394366197,17,54,17,0,37,100.0,0.0,0.5882352941176471,2.0,5.764705882352941,10.0,6.463097268150763,0.24882629107981216,0.07009028876643877,0.4788732394366197,-10.0,0.07121207213948343,0.45070422535211263,0.001121783373044652,-0.02816901408450706,17,0.39460784313725494,0.24075684063475383,0.5117353683845863,0.16841427927195543,0.6904946438308783,0.1015073605460231,"Of 17 prominent Raman bands, 17 (100%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.48), while the full-profile cosine is only +0.07 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 862→864 cm⁻¹ (+2); 1090→1080 cm⁻¹ (-10); 650→660 cm⁻¹ (+10). Modest systematic displacement (mean |Δν| 5.8 cm⁻¹, median 2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Intensity transfer is partial (peak-rank ρ 0.39, redistribution 0.17), with enhancement favouring a subset of modes. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 37/54 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
phosphoenolpyruvate,organic_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.6319821705868514,0.40940953344567144,0.08918184510722912,0.08918184510722939,0.09049394608279544,84.88345900219072,0.16299395574031922,-0.052333994141383296,0.16024392286867004,588.0,0.3480846134331512,0.30985915492957744,0.18333333333333332,0.18333333333333332,1.0,0.30985915492957744,11,60,11,0,49,100.0,0.0,0.36363636363636365,0.0,4.7272727272727275,8.0,5.174636171184621,0.1877934272300469,0.08918184510722912,0.30985915492957744,-6.0,0.10380901987408561,0.30985915492957744,0.014627174766856488,0.0,11,0.33636363636363636,0.17424472332567364,0.23393049058047027,0.2025493626394816,0.5206958520162615,0.17127435289122286,"Of 11 prominent Raman bands, 11 (100%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.31), while the full-profile cosine is only +0.09 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 782→778 cm⁻¹ (-4); 1702→1708 cm⁻¹ (+6); 1380→1374 cm⁻¹ (-6). Modest systematic displacement (mean |Δν| 4.7 cm⁻¹, median 0.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Intensity transfer is partial (peak-rank ρ 0.34, redistribution 0.20), with enhancement favouring a subset of modes. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 49/60 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise; replicate reproducibility is itself limited (within-modality cosine ceiling 0.52), which caps any achievable cross-modal agreement."
proline,amino_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.8580362320927147,0.3847197763410384,-0.11325397538046038,-0.11325397538046067,-0.08286933159865129,96.50292725142145,0.15743115533698906,-0.04403374469481856,0.20770958538975576,-524.0,0.33290649756584195,0.41025641025641024,0.25806451612903225,0.25806451612903225,1.0,0.41025641025641024,16,62,16,0,46,100.0,0.0,-2.0,-1.0,5.0,12.0,6.324555320336759,0.23931623931623927,-0.11325397538046038,0.41025641025641024,10.0,0.008344976578694478,0.41025641025641024,0.12159895195915485,0.0,16,-0.3529411764705882,-0.3317611689821585,-0.295417908557127,0.2586286676565325,0.6213780042168766,-0.182262607642822,"Of 16 prominent Raman bands, 16 (100%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.41), while the full-profile cosine is only -0.11 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 898→898 cm⁻¹ (+0); 842→852 cm⁻¹ (+10); 1034→1024 cm⁻¹ (-10). Modest systematic displacement (mean |Δν| 5.0 cm⁻¹, median -1.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.35, redistribution index 0.26): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 46/62 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
pyruvate,organic_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.4895801838769498,0.3702052367399881,-0.08698381693885258,-0.08698381693885282,-0.16836584195813276,94.99011182358683,0.21872894899632014,-0.07432061825403519,0.18162442112165034,-812.0,0.33743819190928165,0.456140350877193,0.29545454545454547,0.3023255813953488,0.9285714285714286,0.456140350877193,14,43,13,1,30,92.85714285714286,7.14285714285714,-1.8461538461538463,-2.0,6.461538461538462,12.0,7.294319748387506,0.2105263157894737,-0.08698381693885258,0.456140350877193,-8.0,-0.05129137429505946,0.49122807017543857,0.03569244264379313,0.03508771929824556,13,0.5989010989010989,0.2944817039249735,0.7112791662242667,0.19763541320586742,0.429892710308469,-0.20233843201583357,"Of 14 prominent Raman bands, 13 (93%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.46), while the full-profile cosine is only -0.09 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 794→798 cm⁻¹ (+4); 1660→1668 cm⁻¹ (+8); 1738→1734 cm⁻¹ (-4). Modest systematic displacement (mean |Δν| 6.5 cm⁻¹, median -2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative band intensities are comparatively well preserved (peak-rank ρ 0.60, redistribution 0.20), an unusually faithful transfer for a colloidal SERS measurement. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 30/43 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise; replicate reproducibility is itself limited (within-modality cosine ceiling 0.43), which caps any achievable cross-modal agreement."
riboflavin,cofactor,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9973278418791969,0.566159423279135,0.020417668480722656,0.02041766848072269,0.11666208345279079,88.83007247215802,0.1457810174363103,0.030149842633325936,0.3992972907109606,540.0,0.350650141855674,0.2909090909090909,0.1702127659574468,0.18604651162790697,0.6666666666666666,0.2909090909090909,12,43,8,4,35,66.66666666666666,33.333333333333336,-3.75,-3.0,5.25,12.0,5.606915373001451,0.16363636363636364,0.020417668480722656,0.2909090909090909,10.0,0.03925467944978607,0.3636363636363636,0.018837010969063414,0.0727272727272727,8,0.3571428571428572,0.02574266658991714,0.0384972416105627,0.3300628981192837,0.781743632579166,0.02611811293346862,"Of 12 prominent Raman bands, 8 (67%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.29), while the full-profile cosine is only +0.02 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 1350 cm⁻¹ (isoalloxazine) → 1348 cm⁻¹ (+0). Modest systematic displacement (mean |Δν| 5.2 cm⁻¹, median -3.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Intensity transfer is partial (peak-rank ρ 0.36, redistribution 0.33), with enhancement favouring a subset of modes. Notes: 35/43 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
serine,amino_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.9506472282895743,0.2827478113192749,0.0190648557425907,0.019064855742590748,0.017622232522082244,88.90759804645013,0.13555405619895317,0.0294368701604234,0.19994795330636148,-480.0,0.34305395802087874,0.26086956521739135,0.15,0.15517241379310345,0.8181818181818182,0.26086956521739135,11,58,9,2,49,81.81818181818183,18.181818181818176,-2.0,-4.0,5.111111111111111,10.0,5.333333333333333,0.14975845410628025,0.0190648557425907,0.26086956521739135,4.0,0.023882358456029935,0.3188405797101449,0.004817502713439236,0.05797101449275355,9,0.48333333333333334,-0.06113842752387205,0.5239395157310065,0.22376720536271763,0.6166975198044246,0.030914435570677832,"Of 11 prominent Raman bands, 9 (82%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.26), while the full-profile cosine is only +0.02 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 852→856 cm⁻¹ (+4); 1326→1334 cm⁻¹ (+8); 1008→1006 cm⁻¹ (-2). Modest systematic displacement (mean |Δν| 5.1 cm⁻¹, median -4.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Intensity transfer is partial (peak-rank ρ 0.48, redistribution 0.22), with enhancement favouring a subset of modes. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 49/58 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
stearate,lipid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.9670695842487307,0.7684713428778941,0.20172417376801177,0.20172417376801216,0.1980707660277817,78.36219784241466,0.1682838738299108,0.04029740951893617,0.3734341502012486,640.0,0.3557447563456375,0.2758620689655173,0.16,0.2,0.4444444444444444,0.2758620689655173,9,20,4,5,16,44.44444444444444,55.55555555555556,-2.0,-2.0,6.0,10.0,6.324555320336759,0.13793103448275865,0.20172417376801177,0.2758620689655173,8.0,0.2308554699731187,0.2758620689655173,0.029131296205106932,0.0,4,1.0,0.94014038923785,0.9639907628813882,0.2349464786511989,0.8677704635633123,0.23246259493515709,"Of 9 prominent Raman bands, 4 (44%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.28), while the full-profile cosine is only +0.20 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 1440 cm⁻¹ (CH2 scissoring) → 1436 cm⁻¹ (-6). Modest systematic displacement (mean |Δν| 6.0 cm⁻¹, median -2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative band intensities are comparatively well preserved (peak-rank ρ 1.00, redistribution 0.23), an unusually faithful transfer for a colloidal SERS measurement. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 16/20 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; 5/9 Raman bands are not recovered, consistent with modes whose polarisability change lies unfavourably relative to the surface normal; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
thymine,pyrimidine,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.991807102621558,0.49062333433596084,0.04638145226743689,0.046381452267436965,0.08599348937214835,87.34158480799404,0.16710785771118,0.12137468315933544,0.2636480952497725,326.0,0.39930552951547643,0.326530612244898,0.1951219512195122,0.2,0.8888888888888888,0.326530612244898,9,40,8,1,32,88.88888888888889,11.111111111111116,2.5,4.0,4.0,8.0,3.840572873934304,0.21768707482993202,0.04638145226743689,0.326530612244898,-4.0,0.05891350854256669,0.326530612244898,0.0125320562751298,0.0,8,0.14285714285714288,-0.07960699096039434,0.04669197865924024,0.3306770890065115,0.7412152184787595,0.06257487853882483,"Of 9 prominent Raman bands, 8 (89%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.33), while the full-profile cosine is only +0.05 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 1370 cm⁻¹ (CH3 deformation) → 1374 cm⁻¹ (+4); 745 cm⁻¹ (ring breathing) → 750 cm⁻¹ (+8). Band positions are essentially conserved (mean |Δν| 4.0 cm⁻¹, median 4.0 cm⁻¹), i.e. within the 2 cm⁻¹ grid and typical of physisorption without strong bond perturbation. Relative intensities are strongly reordered (peak-rank ρ 0.14, redistribution index 0.33): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 32/40 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
