spectrum_id,canonical_id,true_class,predicted_class,source,excitation,fold,explained_variance,residual_fraction,n_active_csms,true_class_rank,max_evidence,margin,calibrated_confidence,correct,low_ev,error_type
ramanbiolib::191,elastin,peptide_protein,peptide_protein,RamanBioLib,1064.0,2,0.9589211916889706,0.04107880831102941,9,1,0.5642080690262821,0.441613977936009,0.9775890872695001,True,False,correct
gobbato_raman_metabolites::Ergo::01,ergothioneine,sulfur_thiol_cofactor,purine,gobbato_raman_metabolites,785.0,2,0.996955104730232,0.0030448952697680097,5,3,0.09404366447212899,0.04787503849868212,0.8429376785243697,False,False,distant_class
gobbato_raman_metabolites::Ergo::02,ergothioneine,sulfur_thiol_cofactor,purine,gobbato_raman_metabolites,785.0,2,0.9979989146778995,0.002001085322100581,5,3,0.09720469723069816,0.05121250887859407,0.8565668345390315,False,False,distant_class
gobbato_raman_metabolites::Ergo::03,ergothioneine,sulfur_thiol_cofactor,purine,gobbato_raman_metabolites,785.0,2,0.9977434209675963,0.0022565790324037757,3,3,0.0945479403096394,0.04855417703443436,0.8459347364622571,False,False,distant_class
ramanbiolib::199,estradiol,sterol_steroid,sterol_steroid,RamanBioLib,532.0,0,0.9545771887935941,0.045422811206405914,9,1,0.9031791330010933,0.7221960226873796,0.9466508415938523,True,False,correct
ramanbiolib::200,estriol,sterol_steroid,sterol_steroid,RamanBioLib,532.0,1,0.9543672048613853,0.04563279513861471,8,1,0.9092252827259968,0.6479984779526943,0.750633108921094,True,False,correct
ramanbiolib::201,estrone,sterol_steroid,sterol_steroid,RamanBioLib,532.0,2,0.8422482591962015,0.15775174080379847,8,1,0.8836305247661566,0.8333116568400518,0.998070818160136,True,False,correct
ramanbiolib::202,ethinylestradiol,sterol_steroid,sterol_steroid,RamanBioLib,532.0,3,0.8179751639571959,0.18202483604280403,7,1,0.9347578106308084,0.7878223123371664,0.9601445262371967,True,False,correct
ramanbiolib::114,ferritin,peptide_protein,peptide_protein,RamanBioLib,488.0,0,0.9349164436983693,0.06508355630163068,12,1,0.5368177171312216,0.37295417034054457,0.8778226955600277,True,False,correct
ramanbiolib::115,ferritin,peptide_protein,peptide_protein,RamanBioLib,532.0,0,0.8412186778062896,0.15878132219371038,13,1,0.4240551089728887,0.10099874023718619,0.3978370636927621,True,False,correct
ramanbiolib::116,ferritin,peptide_protein,peptide_protein,RamanBioLib,1064.0,0,0.9372097312703092,0.06279026872969079,20,1,0.5795493532568963,0.3771934306147966,0.8472877889164349,True,False,correct
gobbato_raman_metabolites::Dfruct6P::01,fructose-6-phosphate,phosphate_metabolite,phosphate_metabolite,gobbato_raman_metabolites,785.0,2,0.6078762396806932,0.3921237603193068,4,1,1.0077476203714621,0.5261221689896085,0.8613006534121409,True,False,correct
gobbato_raman_metabolites::Dfruct6P::02,fructose-6-phosphate,phosphate_metabolite,phosphate_metabolite,gobbato_raman_metabolites,785.0,2,0.7284239880138551,0.2715760119861449,9,1,1.0180614310469651,0.5313957254492594,0.861194470889236,True,False,correct
gobbato_raman_metabolites::Dfruct6P::03,fructose-6-phosphate,phosphate_metabolite,phosphate_metabolite,gobbato_raman_metabolites,785.0,2,0.7326190556785148,0.2673809443214852,9,1,1.0268667110472478,0.5330539707625188,0.8594437059321479,True,False,correct
ramanbiolib::25,fructose-6-phosphate,phosphate_metabolite,phosphate_metabolite,RamanBioLib,785.0,2,0.7374575195756008,0.26254248042439926,9,1,1.0350859651105337,0.5369067781217156,0.8592068566508857,True,False,correct
ramanbiolib::26,fumarate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,RamanBioLib,785.0,4,0.5316564565334865,0.46834354346651347,4,1,0.6929591760981069,0.1634932474864108,0.42870676768093063,True,False,correct
ramanbiolib::195,glucosamine,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,488.0,3,0.7932454976054502,0.20675450239454987,6,1,0.3842420250044382,0.17670066254162287,0.6430358843056946,True,False,correct
ramanbiolib::161,glucose oxidase,peptide_protein,peptide_protein,RamanBioLib,532.0,1,0.9447609556333675,0.0552390443666325,4,1,0.1865953197024258,0.017742083474314385,0.21519611640767397,True,False,correct
ramanbiolib::162,glucose oxidase,peptide_protein,peptide_protein,RamanBioLib,1064.0,1,0.9845507408260472,0.015449259173952831,18,1,0.38846957283752204,0.21737788070393485,0.4618395590038149,True,False,correct
amino_acid_raman::glutamate#1,glutamate,free_amino_acid,carboxylic_acid_metabolite,amino_acid_raman_grounding,785.0,3,0.5999406160806648,0.40005938391933515,8,2,0.7142142038901759,0.2999898930652245,0.7093094132544475,False,False,distant_class
amino_acid_raman::glutamate#2,glutamate,free_amino_acid,free_amino_acid,amino_acid_raman_grounding,785.0,3,0.4789285789883376,0.5210714210116624,11,1,0.5685403219809799,0.36521198609484207,0.8063059371820427,True,True,correct
gobbato_raman_metabolites::Glutamic::01,glutamate,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,3,0.4641539808120775,0.5358460191879225,11,1,0.5666300890022653,0.3719399902333864,0.8314569989783328,True,True,correct
gobbato_raman_metabolites::Glutamic::02,glutamate,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,3,0.48471327626587946,0.5152867237341205,12,1,0.5655024410075606,0.3376082342060187,0.7861600371338836,True,True,correct
gobbato_raman_metabolites::Glutamic::03,glutamate,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,3,0.674188773055103,0.32581122694489695,10,1,0.49454537473551174,0.016193008942591514,0.44109728208044013,True,False,correct
ramanbiolib::33,glutamate,free_amino_acid,free_amino_acid,RamanBioLib,785.0,3,0.7956176450158445,0.20438235498415544,13,1,0.5320624130433157,0.32841471089993524,0.7487949402882086,True,False,correct
amino_acid_raman::gluth,glutathione,sulfur_thiol_cofactor,mono_oligosaccharide,amino_acid_raman_grounding,785.0,4,0.5882187934871301,0.4117812065128698,14,16,0.4133914738208406,0.13853699632620692,0.490018835366395,False,False,distant_class
gobbato_raman_metabolites::Glut::01,glutathione,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,4,0.6489879045626541,0.35101209543734596,14,1,0.4341405142132821,0.02547126400156058,0.33032857043321484,True,False,correct
gobbato_raman_metabolites::Glut::02,glutathione,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,4,0.6536954514141341,0.3463045485858659,15,1,0.440356798180695,0.03592498281311379,0.3471381435899496,True,False,correct
gobbato_raman_metabolites::Glut::03,glutathione,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,4,0.6502148613915222,0.3497851386084779,16,1,0.432656116462472,0.008996739537781462,0.3249122947326117,True,False,correct
ramanbiolib::27,glutathione,sulfur_thiol_cofactor,free_amino_acid,RamanBioLib,785.0,4,0.7277820063854306,0.27221799361456944,12,16,0.6154538337854824,0.24775255599664997,0.5374749402964036,False,False,adjacent_class
ramanbiolib::117,glutathione transferase,peptide_protein,peptide_protein,RamanBioLib,488.0,2,0.9704814264998175,0.029518573500182537,12,1,0.5040131268660343,0.3178305061933642,0.9215246501779211,True,False,correct
ramanbiolib::118,glutathione transferase,peptide_protein,peptide_protein,RamanBioLib,532.0,2,0.9737416154249622,0.02625838457503777,12,1,0.5377730307111391,0.3180511758687003,0.9014933704339305,True,False,correct
gobbato_raman_metabolites::Glycerol::01,glycerol,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,1,0.7495763602459937,0.2504236397540062,9,1,0.44328330556200757,0.10010799535925308,0.2524817284769572,True,False,correct
gobbato_raman_metabolites::Glycerol::02,glycerol,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,1,0.7849877705681438,0.21501222943185613,11,1,0.4471739886215795,0.106154233524552,0.24160560558095426,True,False,correct
gobbato_raman_metabolites::Glycerol::03,glycerol,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,1,0.7835994844127874,0.2164005155872126,11,1,0.4453037144078726,0.10177761777129118,0.24034824044098202,True,False,correct
ramanbiolib::28,glycerol,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,785.0,1,0.7817457069717559,0.21825429302824403,12,1,0.4444217941512741,0.09995015465622187,0.23831600792963584,True,False,correct
amino_acid_raman::glycine,glycine,free_amino_acid,free_amino_acid,amino_acid_raman_grounding,785.0,1,0.7096985103032385,0.2903014896967615,4,1,0.7099706568740652,0.12425596030815822,0.49593802590478336,True,False,correct
gobbato_raman_metabolites::Gly::01,glycine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7196206706258512,0.2803793293741488,5,1,0.7095567106274641,0.13720700425506438,0.5036739326203274,True,False,correct
gobbato_raman_metabolites::Gly::02,glycine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7183705065830259,0.28162949341697413,6,1,0.7095054431485115,0.1373762439555254,0.5034162300091145,True,False,correct
gobbato_raman_metabolites::Gly::03,glycine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.5808816286480176,0.4191183713519824,6,1,0.6994407165266124,0.10432149900806831,0.4695300657403466,True,False,correct
ramanbiolib::29,glycine,free_amino_acid,free_amino_acid,RamanBioLib,785.0,1,0.7985764568768201,0.20142354312317995,5,1,0.6841904624301185,0.041484193403263814,0.44122304176775284,True,False,correct
gobbato_raman_metabolites::Glycogen::01,glycogen,polysaccharide,peptide_protein,gobbato_raman_metabolites,785.0,4,0.9577738258339353,0.04222617416606462,18,3,0.41502275351709056,0.051529114375493346,0.4265318584398535,False,False,distant_class
gobbato_raman_metabolites::Glycogen::02,glycogen,polysaccharide,polysaccharide,gobbato_raman_metabolites,785.0,4,0.949041277077208,0.050958722922791994,18,1,0.5427078506333549,0.30969338409513936,0.7691955193943263,True,False,correct
gobbato_raman_metabolites::Glycogen::03,glycogen,polysaccharide,polysaccharide,gobbato_raman_metabolites,785.0,4,0.9286963666880177,0.07130363331198233,20,1,0.47854888468903184,0.18356669902633616,0.6151782833205407,True,False,correct
ramanbiolib::188,glycogen,polysaccharide,polysaccharide,RamanBioLib,1064.0,4,0.9458471272144283,0.054152872785571675,18,1,0.5207915145881928,0.26184951057177097,0.708963641325709,True,False,correct
gobbato_raman_metabolites::Gua::01,guanine,purine,purine,gobbato_raman_metabolites,785.0,2,0.7787333473196851,0.22126665268031484,6,1,1.043886927631954,0.9270994670203044,0.9955798131564592,True,False,correct
gobbato_raman_metabolites::Gua::02,guanine,purine,purine,gobbato_raman_metabolites,785.0,2,0.7645916664065079,0.2354083335934921,7,1,1.0459659550167402,0.9695692375997662,0.9984542822219143,True,False,correct
gobbato_raman_metabolites::Gua::03,guanine,purine,purine,gobbato_raman_metabolites,785.0,2,0.765768766777537,0.23423123322246295,7,1,1.0460609288195504,0.9687663523821609,0.9984094632441304,True,False,correct
ramanbiolib::30,guanine,purine,purine,RamanBioLib,785.0,2,0.7653486410185872,0.2346513589814128,7,1,1.0459076104244145,0.9692575151663723,0.9984413983034679,True,False,correct
ramanbiolib::121,hemoglobin,peptide_protein,chromophore_pigment,RamanBioLib,488.0,3,0.8945384049113333,0.10546159508866666,6,2,0.7840600268092887,0.1691769096356781,0.6269095335206061,False,False,distant_class
ramanbiolib::122,hemoglobin,peptide_protein,peptide_protein,RamanBioLib,532.0,3,0.8649584220692053,0.1350415779307948,9,1,0.6243683289432027,0.40578711832557246,0.8911046155773069,True,False,correct
amino_acid_raman::histidine,histidine,free_amino_acid,free_amino_acid,amino_acid_raman_grounding,785.0,2,0.47854127850869466,0.5214587214913053,7,1,0.6633521302195542,0.4830556150776619,0.9538714306231633,True,True,correct
gobbato_raman_metabolites::His::01,histidine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,2,0.5910585033052095,0.4089414966947905,10,1,0.6767792542514273,0.6352412714255451,0.9967127614382648,True,False,correct
gobbato_raman_metabolites::His::02,histidine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,2,0.5887762952130673,0.41122370478693276,12,1,0.6807254822059773,0.6388085020396195,0.997113416644402,True,False,correct
gobbato_raman_metabolites::His::03,histidine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,2,0.5912448305265899,0.40875516947341006,12,1,0.6814804518251425,0.6412558493984014,0.9975513917933729,True,False,correct
ramanbiolib::34,histidine,free_amino_acid,free_amino_acid,RamanBioLib,785.0,2,0.7224521151340149,0.2775478848659852,17,1,0.5932601944399295,0.38886863479635536,0.9156398465000889,True,False,correct
ramanbiolib::119,horseradish peroxidase,peptide_protein,chromophore_pigment,RamanBioLib,488.0,0,0.9156786309134983,0.08432136908650172,10,2,0.816942491881177,0.3312752604393315,0.7446331006701055,False,False,distant_class
ramanbiolib::120,horseradish peroxidase,peptide_protein,chromophore_pigment,RamanBioLib,532.0,0,0.9340058961279479,0.06599410387205203,13,2,0.6203460859149527,0.12602368725845842,0.6094778591951013,False,False,distant_class
gobbato_raman_metabolites::Hydroxypro::01,hydroxyproline,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7850426356490744,0.21495736435092558,7,1,0.7761770350658773,0.33141223229404565,0.5940243104066936,True,False,correct
gobbato_raman_metabolites::Hydroxypro::02,hydroxyproline,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7847025552446794,0.2152974447553206,7,1,0.7763322213408805,0.3312458497307831,0.5944821646624234,True,False,correct
gobbato_raman_metabolites::Hydroxypro::03,hydroxyproline,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7840943032185369,0.21590569678146312,8,1,0.7767677234066411,0.3325154084792072,0.5948523588946814,True,False,correct
gobbato_raman_metabolites::Hypox::01,hypoxanthine,purine,purine,gobbato_raman_metabolites,785.0,3,0.8745414920167326,0.12545850798326738,14,1,0.8286232253260887,0.3532586655097542,0.7513183050437063,True,False,correct
gobbato_raman_metabolites::Hypox::02,hypoxanthine,purine,purine,gobbato_raman_metabolites,785.0,3,0.8659277265408434,0.13407227345915665,15,1,0.8319381507798654,0.33150177490486654,0.7290703838932294,True,False,correct
gobbato_raman_metabolites::Hypox::03,hypoxanthine,purine,purine,gobbato_raman_metabolites,785.0,3,0.8853644080136865,0.11463559198631347,17,1,0.7402181391169834,0.1061598852457537,0.5670731266795268,True,False,correct
ramanbiolib::197,insulin,peptide_protein,peptide_protein,RamanBioLib,633.0,3,0.9848575601207564,0.01514243987924359,15,1,0.48104217065876903,0.3989940609112107,0.9757050215706271,True,False,correct
gobbato_raman_metabolites::Ile::01,isoleucine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7236163345261684,0.2763836654738316,15,1,0.5448407714816427,0.17307345791799328,0.32988782599853905,True,False,correct
gobbato_raman_metabolites::Ile::02,isoleucine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7627768717589631,0.23722312824103692,17,1,0.5105151922026213,0.12452386400001292,0.296687731711414,True,False,correct
gobbato_raman_metabolites::Ile::03,isoleucine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,1,0.7265953269606904,0.27340467303930954,16,1,0.5489929299654202,0.1824945440821667,0.34341236430271616,True,False,correct
ramanbiolib::192,keratin,peptide_protein,peptide_protein,RamanBioLib,1064.0,3,0.9626394166381714,0.03736058336182862,13,1,0.5618031242418927,0.369415778763064,0.828041986995529,True,False,correct
ramanbiolib::96,lactalbumin,peptide_protein,peptide_protein,RamanBioLib,488.0,0,0.9492745980907323,0.05072540190926764,11,1,0.5858892954493048,0.5158125908817659,0.9677827776196221,True,False,correct
ramanbiolib::97,lactalbumin,peptide_protein,peptide_protein,RamanBioLib,532.0,0,0.9564920230294851,0.04350797697051485,12,1,0.5474565649627509,0.41631026165507845,0.9452061093320432,True,False,correct
ramanbiolib::98,lactalbumin,peptide_protein,peptide_protein,RamanBioLib,1064.0,0,0.9758174142132191,0.024182585786780942,16,1,0.6022806933799962,0.4225233013690993,0.9129751195060589,True,False,correct
gobbato_raman_metabolites::Lact::01,lactate,carboxylic_acid_metabolite,mono_oligosaccharide,gobbato_raman_metabolites,785.0,4,0.7866379088698374,0.21336209113016258,9,2,0.5040853548536021,0.20953614457031605,0.6714911643966008,False,False,distant_class
gobbato_raman_metabolites::Lact::02,lactate,carboxylic_acid_metabolite,mono_oligosaccharide,gobbato_raman_metabolites,785.0,4,0.7819179492209338,0.21808205077906623,9,2,0.511902390268682,0.22111898246604822,0.6884649562191018,False,False,distant_class
gobbato_raman_metabolites::Lact::03,lactate,carboxylic_acid_metabolite,mono_oligosaccharide,gobbato_raman_metabolites,785.0,4,0.7846299933564134,0.21537000664358666,9,2,0.5096243785899727,0.2199427500582351,0.6903578692353413,False,False,distant_class
ramanbiolib::42,lauric acid,fatty_acid,acylglycerol,RamanBioLib,785.0,3,0.926939175185761,0.073060824814239,7,2,0.6911460754908741,0.21786403938255144,0.6681860349733163,False,False,adjacent_class
ramanbiolib::123,lectin,peptide_protein,peptide_protein,RamanBioLib,488.0,1,0.9761908340868813,0.023809165913118702,12,1,0.6358835095262348,0.19208980337010523,0.4747588271559497,True,False,correct
ramanbiolib::124,lectin,peptide_protein,peptide_protein,RamanBioLib,532.0,1,0.9654969623165761,0.03450303768342393,16,1,0.6445644857888806,0.21849966503757906,0.5007498737006638,True,False,correct
ramanbiolib::125,lectin,peptide_protein,peptide_protein,RamanBioLib,1064.0,1,0.9548452171121522,0.045154782887847765,18,1,0.6361253944581367,0.18406727967952796,0.38739546291046617,True,False,correct
amino_acid_raman::leucine,leucine,free_amino_acid,free_amino_acid,amino_acid_raman_grounding,785.0,4,0.7605495688971262,0.23945043110287376,11,1,0.656445233968095,0.22955927302810675,0.6325925756646963,True,False,correct
gobbato_raman_metabolites::Leu::01,leucine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,4,0.7435876755493755,0.25641232445062445,11,1,0.6605236360632839,0.24010174019757208,0.6302222587775469,True,False,correct
gobbato_raman_metabolites::Leu::02,leucine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,4,0.7721192102397507,0.2278807897602493,12,1,0.6542774189820264,0.2206006996510837,0.6231466751091679,True,False,correct
gobbato_raman_metabolites::Leu::03,leucine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,4,0.7644049078194505,0.23559509218054955,10,1,0.7361430390430616,0.5158925092564012,0.8681679780786286,True,False,correct
ramanbiolib::70,linoleic acid,fatty_acid,fatty_acid,RamanBioLib,532.0,4,0.9734936302370164,0.026506369762983574,10,1,0.9585917343634468,0.05488116207610427,0.5042525079828001,True,False,correct
ramanbiolib::137,major proteinase,peptide_protein,peptide_protein,RamanBioLib,488.0,2,0.9601179293001706,0.039882070699829415,13,1,0.5989116591248087,0.5162646609856764,0.9925813412212828,True,False,correct
ramanbiolib::138,major proteinase,peptide_protein,peptide_protein,RamanBioLib,532.0,2,0.9616941719378347,0.03830582806216535,14,1,0.534074469286787,0.40849941354445063,0.9728872393825422,True,False,correct
ramanbiolib::139,major proteinase,peptide_protein,peptide_protein,RamanBioLib,1064.0,2,0.9650635936374425,0.03493640636255743,10,1,0.5548105679891022,0.4149027512849064,0.9679344633501733,True,False,correct
amino_acid_raman::malic acid,malic acid,carboxylic_acid_metabolite,phosphate_metabolite,amino_acid_raman_grounding,785.0,3,0.30701442889738295,0.692985571102617,11,2,0.8978442147107492,0.6369522277260455,0.8403461221132364,False,True,adjacent_class
ramanbiolib::43,malic acid,carboxylic_acid_metabolite,phospholipid_sphingolipid,RamanBioLib,785.0,3,0.2592010768676679,0.7407989231323321,7,2,0.6741620128593684,0.2406815135817441,0.41022000413184495,False,True,distant_class
ramanbiolib::172,melanin,chromophore_pigment,peptide_protein,RamanBioLib,785.0,2,0.7481549466954109,0.251845053304589,4,3,0.45524386413866585,0.14138273621266295,0.5532099929747617,False,False,distant_class
ramanbiolib::173,melanin,chromophore_pigment,peptide_protein,RamanBioLib,632.8,2,0.7775133405441665,0.22248665945583346,4,2,0.48201225422450894,0.2535710869632497,0.8336720637219938,False,False,distant_class
ramanbiolib::174,melanin,chromophore_pigment,chromophore_pigment,RamanBioLib,514.5,2,0.8060803042810383,0.19391969571896175,4,1,0.44397339373427996,0.006175668094030695,0.4728086648719702,True,False,correct
ramanbiolib::175,melanin,chromophore_pigment,chromophore_pigment,RamanBioLib,457.9,2,0.7755133705580248,0.22448662944197514,5,1,0.6982753651851119,0.270019930727883,0.6821496478770911,True,False,correct
amino_acid_raman::methionine,methionine,free_amino_acid,sulfur_thiol_cofactor,amino_acid_raman_grounding,785.0,2,0.7388635072357996,0.2611364927642004,9,2,0.5544965107815061,0.22617386162270348,0.7721786070821057,False,False,adjacent_class
gobbato_raman_metabolites::Methio::01,methionine,free_amino_acid,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,2,0.7501569647352446,0.2498430352647554,9,2,0.5247696131002346,0.1675455615539046,0.7070142711688591,False,False,adjacent_class
gobbato_raman_metabolites::Methio::02,methionine,free_amino_acid,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,2,0.7311863252121673,0.26881367478783263,9,2,0.583363689692702,0.30124242528734824,0.8479785474436832,False,False,adjacent_class
gobbato_raman_metabolites::Methio::03,methionine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,2,0.6909420251127105,0.30905797488728953,8,1,0.5241830716777502,0.160358300808443,0.6939758470059008,True,False,correct
ramanbiolib::126,myoglobin,peptide_protein,chromophore_pigment,RamanBioLib,488.0,1,0.9613207427875918,0.038679257212408225,10,2,0.9194506312999823,0.32932400962066266,0.5837794066494785,False,False,distant_class
ramanbiolib::127,myoglobin,peptide_protein,pyrimidine,RamanBioLib,532.0,1,0.9254794275472505,0.07452057245274944,9,2,0.7164973460463685,0.06894034958020345,0.38101001366923537,False,False,distant_class
ramanbiolib::44,myristic acid,fatty_acid,fatty_acid,RamanBioLib,785.0,0,0.9694244316689484,0.030575568331051538,7,1,0.6368976283049362,0.5603618719893256,0.9712618714385016,True,False,correct
ramanbiolib::71,myristic acid,fatty_acid,fatty_acid,RamanBioLib,532.0,0,0.8914818355753169,0.10851816442468308,8,1,0.6299982450404932,0.4762197413889926,0.9124875313807798,True,False,correct
gobbato_raman_metabolites::NacDgluc::01,n-acetylglucosamine,mono_oligosaccharide,phosphate_metabolite,gobbato_raman_metabolites,785.0,3,0.7035782325629906,0.29642176743700943,9,2,0.4360828472894322,0.1651147650969767,0.5695474290290049,False,False,distant_class
gobbato_raman_metabolites::NacDgluc::02,n-acetylglucosamine,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,3,0.8130064849613049,0.1869935150386951,12,1,0.34106474705776096,0.0882312995829505,0.3888557491728556,True,False,correct
gobbato_raman_metabolites::NacDgluc::03,n-acetylglucosamine,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,3,0.8154272409153199,0.18457275908468007,12,1,0.33951590403066456,0.08366805767141228,0.37755259120213963,True,False,correct
ramanbiolib::45,n-acetylglucosamine,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,785.0,3,0.8049018018491259,0.19509819815087417,13,1,0.3394899020407351,0.09013983696615929,0.38375850209493073,True,False,correct
gobbato_raman_metabolites::Oleic::01,oleate,fatty_acid,acylglycerol,gobbato_raman_metabolites,785.0,1,0.9626308989332626,0.03736910106673737,10,2,0.7388677820602624,0.015464786377195505,0.26585306290806926,False,False,adjacent_class
gobbato_raman_metabolites::Oleic::02,oleate,fatty_acid,fatty_acid,gobbato_raman_metabolites,785.0,1,0.9744408315184967,0.02555916848150333,9,1,0.761495157317542,0.051608272025597146,0.27848757168393007,True,False,correct
gobbato_raman_metabolites::Oleic::03,oleate,fatty_acid,fatty_acid,gobbato_raman_metabolites,785.0,1,0.9585607667610418,0.04143923323895813,15,1,0.7355452568884213,0.006842503191137772,0.25072939956794965,True,False,correct
ramanbiolib::46,oleate,fatty_acid,fatty_acid,RamanBioLib,785.0,1,0.9595773079227213,0.04042269207727863,15,1,0.7359732439426676,0.028042439138108666,0.2588027217320497,True,False,correct
ramanbiolib::72,oleate,fatty_acid,fatty_acid,RamanBioLib,532.0,1,0.9604852006008654,0.03951479939913458,15,1,0.7306401989657587,0.01626013489687972,0.2502218738665611,True,False,correct
ramanbiolib::47,palmitic acid,fatty_acid,fatty_acid,RamanBioLib,785.0,0,0.9621125295744337,0.03788747042556633,9,1,0.6677011518085163,0.5913189618882818,0.9754100655023651,True,False,correct
ramanbiolib::73,palmitic acid,fatty_acid,fatty_acid,RamanBioLib,532.0,0,0.8968378637349044,0.10316213626509568,9,1,0.6787882816482719,0.5938858466062056,0.9625336985541015,True,False,correct
ramanbiolib::76,palmitoleic acid,fatty_acid,fatty_acid,RamanBioLib,532.0,0,0.9778922628928771,0.022107737107122882,10,1,0.7749860406482009,0.04873497133751736,0.35460181062262136,True,False,correct
ramanbiolib::128,papain,peptide_protein,peptide_protein,RamanBioLib,488.0,4,0.9302983815843526,0.06970161841564741,12,1,0.6659293159273031,0.5123413456336875,0.9485474166149099,True,False,correct
ramanbiolib::129,papain,peptide_protein,peptide_protein,RamanBioLib,532.0,4,0.9411808153146409,0.05881918468535911,14,1,0.6817670093865297,0.5342896510773596,0.9620252735630785,True,False,correct
ramanbiolib::130,papain,peptide_protein,peptide_protein,RamanBioLib,1064.0,4,0.8643805136257048,0.13561948637429527,12,1,0.696444268453487,0.5563631720556688,0.9738190037507127,True,False,correct
ramanbiolib::131,pepsin,peptide_protein,peptide_protein,RamanBioLib,488.0,4,0.9695559112904553,0.030444088709544743,16,1,0.8729279600926051,0.7436880394304364,0.9748827017441842,True,False,correct
ramanbiolib::132,pepsin,peptide_protein,peptide_protein,RamanBioLib,532.0,4,0.9382555795350801,0.06174442046491995,13,1,0.7325602852774561,0.5687878514155577,0.938437578144978,True,False,correct
ramanbiolib::133,pepsin,peptide_protein,peptide_protein,RamanBioLib,1064.0,4,0.9010223554193546,0.09897764458064541,26,1,0.6638110283506756,0.267444694845698,0.6269086451696663,True,False,correct
ramanbiolib::134,pepsinogen,peptide_protein,peptide_protein,RamanBioLib,488.0,0,0.9447528303468505,0.05524716965314943,14,1,0.605811052201117,0.4631376248575946,0.9003069410388644,True,False,correct
ramanbiolib::135,pepsinogen,peptide_protein,peptide_protein,RamanBioLib,532.0,0,0.9750161638358317,0.02498383616416828,10,1,0.6217946596034154,0.5069495945149595,0.9419774272233885,True,False,correct
ramanbiolib::136,pepsinogen,peptide_protein,peptide_protein,RamanBioLib,1064.0,0,0.9652784134217653,0.03472158657823461,14,1,0.5967286794061603,0.47274965510737577,0.8845584451087565,True,False,correct
amino_acid_raman::phenylalanine,phenylalanine,free_amino_acid,small_nitrogenous,amino_acid_raman_grounding,785.0,4,0.9246329270424697,0.07536707295753031,7,2,0.9465894566688712,0.6094798470741634,0.9273014367289837,False,False,adjacent_class
gobbato_raman_metabolites::Phe::01,phenylalanine,free_amino_acid,small_nitrogenous,gobbato_raman_metabolites,785.0,4,0.904089295853607,0.09591070414639306,5,2,0.9286548521429878,0.5721057676997745,0.9124898861929437,False,False,adjacent_class
gobbato_raman_metabolites::Phe::02,phenylalanine,free_amino_acid,small_nitrogenous,gobbato_raman_metabolites,785.0,4,0.9050222362938322,0.09497776370616784,5,2,0.9286308492183506,0.57209490128647,0.9124957462284946,False,False,adjacent_class
gobbato_raman_metabolites::Phe::03,phenylalanine,free_amino_acid,small_nitrogenous,gobbato_raman_metabolites,785.0,4,0.9056870205591077,0.09431297944089233,5,2,0.9286472108133659,0.5720312841790036,0.9124441457598466,False,False,adjacent_class
