source_dataset,source_identifier,analyte_label,canonical_name,modality,excitation_nm,inclusion_status,identifier_sha1
gobbato_raman_metabolites,gobbato_raman_metabolites::Cys::02,cysteine,cysteine,raman,785.0,included_in_X_ref,b2725c5a578b
gobbato_raman_metabolites,gobbato_raman_metabolites::Cys::03,cysteine,cysteine,raman,785.0,included_in_X_ref,f2548badd2ce
gobbato_raman_metabolites,gobbato_raman_metabolites::Dfruct6P::01,fructose-6-phosphate,fructose-6-phosphate,raman,785.0,included_in_X_ref,0138d49d62c2
gobbato_raman_metabolites,gobbato_raman_metabolites::Dfruct6P::02,fructose-6-phosphate,fructose-6-phosphate,raman,785.0,included_in_X_ref,f756320f42c5
gobbato_raman_metabolites,gobbato_raman_metabolites::Dfruct6P::03,fructose-6-phosphate,fructose-6-phosphate,raman,785.0,included_in_X_ref,0cb4bfb10c08
gobbato_raman_metabolites,gobbato_raman_metabolites::Ergo::01,ergothioneine,ergothioneine,raman,785.0,included_in_X_ref,53df9bdb9b59
gobbato_raman_metabolites,gobbato_raman_metabolites::Ergo::02,ergothioneine,ergothioneine,raman,785.0,included_in_X_ref,46da2337bc2e
gobbato_raman_metabolites,gobbato_raman_metabolites::Ergo::03,ergothioneine,ergothioneine,raman,785.0,included_in_X_ref,23cce0a5c13d
gobbato_raman_metabolites,gobbato_raman_metabolites::Fruct::01,fructose,fructose,raman,785.0,included_in_X_ref,b270a4a73dfa
gobbato_raman_metabolites,gobbato_raman_metabolites::Fruct::02,fructose,fructose,raman,785.0,included_in_X_ref,219291f7c02f
gobbato_raman_metabolites,gobbato_raman_metabolites::Fruct::03,fructose,fructose,raman,785.0,included_in_X_ref,8f97013dfa4a
gobbato_raman_metabolites,gobbato_raman_metabolites::Galact::01,galactose,galactose,raman,785.0,included_in_X_ref,7d7bdd1f1af7
gobbato_raman_metabolites,gobbato_raman_metabolites::Galact::02,galactose,galactose,raman,785.0,included_in_X_ref,d3fdc0083713
gobbato_raman_metabolites,gobbato_raman_metabolites::Galact::03,galactose,galactose,raman,785.0,included_in_X_ref,f00567c835e7
gobbato_raman_metabolites,gobbato_raman_metabolites::Gluc::01,glucose,glucose,raman,785.0,included_in_X_ref,1baf28ba6ca7
gobbato_raman_metabolites,gobbato_raman_metabolites::Gluc::02,glucose,glucose,raman,785.0,included_in_X_ref,d5707c17b0c4
gobbato_raman_metabolites,gobbato_raman_metabolites::Gluc::03,glucose,glucose,raman,785.0,included_in_X_ref,f4131dc300ec
gobbato_raman_metabolites,gobbato_raman_metabolites::Glut::01,glutathione,glutathione,raman,785.0,included_in_X_ref,70edaa297c29
gobbato_raman_metabolites,gobbato_raman_metabolites::Glut::02,glutathione,glutathione,raman,785.0,included_in_X_ref,8dc25acee76f
gobbato_raman_metabolites,gobbato_raman_metabolites::Glut::03,glutathione,glutathione,raman,785.0,included_in_X_ref,198463ec7460
gobbato_raman_metabolites,gobbato_raman_metabolites::Glutamic::01,glutamate,glutamate,raman,785.0,included_in_X_ref,48ed365496ad
gobbato_raman_metabolites,gobbato_raman_metabolites::Glutamic::02,glutamate,glutamate,raman,785.0,included_in_X_ref,63f173206972
gobbato_raman_metabolites,gobbato_raman_metabolites::Glutamic::03,glutamate,glutamate,raman,785.0,included_in_X_ref,84bc31cddb05
gobbato_raman_metabolites,gobbato_raman_metabolites::Gly::01,glycine,glycine,raman,785.0,included_in_X_ref,660d9f9054df
gobbato_raman_metabolites,gobbato_raman_metabolites::Gly::02,glycine,glycine,raman,785.0,included_in_X_ref,40f258c55301
gobbato_raman_metabolites,gobbato_raman_metabolites::Gly::03,glycine,glycine,raman,785.0,included_in_X_ref,6061ca492c4e
gobbato_raman_metabolites,gobbato_raman_metabolites::Glycerol::01,glycerol,glycerol,raman,785.0,included_in_X_ref,2b0ea2dd5ee4
gobbato_raman_metabolites,gobbato_raman_metabolites::Glycerol::02,glycerol,glycerol,raman,785.0,included_in_X_ref,2513702fa485
gobbato_raman_metabolites,gobbato_raman_metabolites::Glycerol::03,glycerol,glycerol,raman,785.0,included_in_X_ref,0af3ed357eb4
gobbato_raman_metabolites,gobbato_raman_metabolites::Glycogen::01,glycogen,glycogen,raman,785.0,included_in_X_ref,d2bbe235a270
gobbato_raman_metabolites,gobbato_raman_metabolites::Glycogen::02,glycogen,glycogen,raman,785.0,included_in_X_ref,9f300fd2d8ad
gobbato_raman_metabolites,gobbato_raman_metabolites::Glycogen::03,glycogen,glycogen,raman,785.0,included_in_X_ref,f47d82ac06b9
gobbato_raman_metabolites,gobbato_raman_metabolites::Gua::01,guanine,guanine,raman,785.0,included_in_X_ref,09f0fe32d5ce
gobbato_raman_metabolites,gobbato_raman_metabolites::Gua::02,guanine,guanine,raman,785.0,included_in_X_ref,599efcc43b4e
gobbato_raman_metabolites,gobbato_raman_metabolites::Gua::03,guanine,guanine,raman,785.0,included_in_X_ref,80330719f875
gobbato_raman_metabolites,gobbato_raman_metabolites::His::01,histidine,histidine,raman,785.0,included_in_X_ref,ee4022221cce
gobbato_raman_metabolites,gobbato_raman_metabolites::His::02,histidine,histidine,raman,785.0,included_in_X_ref,9c536c44f4b0
gobbato_raman_metabolites,gobbato_raman_metabolites::His::03,histidine,histidine,raman,785.0,included_in_X_ref,b9738d7f20d5
gobbato_raman_metabolites,gobbato_raman_metabolites::Hydroxypro::01,hydroxyproline,hydroxyproline,raman,785.0,included_in_X_ref,4e37436206c0
gobbato_raman_metabolites,gobbato_raman_metabolites::Hydroxypro::02,hydroxyproline,hydroxyproline,raman,785.0,included_in_X_ref,555fab077b2f
gobbato_raman_metabolites,gobbato_raman_metabolites::Hydroxypro::03,hydroxyproline,hydroxyproline,raman,785.0,included_in_X_ref,edb0c5c90838
gobbato_raman_metabolites,gobbato_raman_metabolites::Hypox::01,hypoxanthine,hypoxanthine,raman,785.0,included_in_X_ref,a10c69384513
gobbato_raman_metabolites,gobbato_raman_metabolites::Hypox::02,hypoxanthine,hypoxanthine,raman,785.0,included_in_X_ref,baf7a85f1cfc
gobbato_raman_metabolites,gobbato_raman_metabolites::Hypox::03,hypoxanthine,hypoxanthine,raman,785.0,included_in_X_ref,b883433b8e81
gobbato_raman_metabolites,gobbato_raman_metabolites::Ile::01,isoleucine,isoleucine,raman,785.0,included_in_X_ref,6bbd5454759f
gobbato_raman_metabolites,gobbato_raman_metabolites::Ile::02,isoleucine,isoleucine,raman,785.0,included_in_X_ref,125c544707ca
gobbato_raman_metabolites,gobbato_raman_metabolites::Ile::03,isoleucine,isoleucine,raman,785.0,included_in_X_ref,7be662374cd4
gobbato_raman_metabolites,gobbato_raman_metabolites::Lact::01,lactate,lactate,raman,785.0,included_in_X_ref,0939fe73d6f6
gobbato_raman_metabolites,gobbato_raman_metabolites::Lact::02,lactate,lactate,raman,785.0,included_in_X_ref,d7a5fcf6dc38
gobbato_raman_metabolites,gobbato_raman_metabolites::Lact::03,lactate,lactate,raman,785.0,included_in_X_ref,6ee940fd4050
gobbato_raman_metabolites,gobbato_raman_metabolites::Leu::01,leucine,leucine,raman,785.0,included_in_X_ref,022f8eb545ac
gobbato_raman_metabolites,gobbato_raman_metabolites::Leu::02,leucine,leucine,raman,785.0,included_in_X_ref,6c78f7b7dc5b
gobbato_raman_metabolites,gobbato_raman_metabolites::Leu::03,leucine,leucine,raman,785.0,included_in_X_ref,501f62003efe
gobbato_raman_metabolites,gobbato_raman_metabolites::Mann::01,mannose,mannose,raman,785.0,included_in_X_ref,e69b8d7379c9
gobbato_raman_metabolites,gobbato_raman_metabolites::Mann::02,mannose,mannose,raman,785.0,included_in_X_ref,51fd8921a02d
gobbato_raman_metabolites,gobbato_raman_metabolites::Mann::03,mannose,mannose,raman,785.0,included_in_X_ref,3b0802c3ef41
gobbato_raman_metabolites,gobbato_raman_metabolites::Methio::01,methionine,methionine,raman,785.0,included_in_X_ref,7fd56367c41b
gobbato_raman_metabolites,gobbato_raman_metabolites::Methio::02,methionine,methionine,raman,785.0,included_in_X_ref,68ae52a6ef90
gobbato_raman_metabolites,gobbato_raman_metabolites::Methio::03,methionine,methionine,raman,785.0,included_in_X_ref,6bfe0a30adcc
gobbato_raman_metabolites,gobbato_raman_metabolites::NacDgluc::01,n-acetylglucosamine,n-acetylglucosamine,raman,785.0,included_in_X_ref,81e80296fcc4
gobbato_raman_metabolites,gobbato_raman_metabolites::NacDgluc::02,n-acetylglucosamine,n-acetylglucosamine,raman,785.0,included_in_X_ref,c779ea1b19c7
gobbato_raman_metabolites,gobbato_raman_metabolites::NacDgluc::03,n-acetylglucosamine,n-acetylglucosamine,raman,785.0,included_in_X_ref,8dec04ae2607
gobbato_raman_metabolites,gobbato_raman_metabolites::Oleic::01,oleate,oleate,raman,785.0,included_in_X_ref,0e813afbfbb7
gobbato_raman_metabolites,gobbato_raman_metabolites::Oleic::02,oleate,oleate,raman,785.0,included_in_X_ref,797cff50aee8
gobbato_raman_metabolites,gobbato_raman_metabolites::Oleic::03,oleate,oleate,raman,785.0,included_in_X_ref,db2016bb8b1c
gobbato_raman_metabolites,gobbato_raman_metabolites::PEP::01,phosphoenolpyruvate,phosphoenolpyruvate,raman,785.0,included_in_X_ref,5aa279bc943c
gobbato_raman_metabolites,gobbato_raman_metabolites::PEP::02,phosphoenolpyruvate,phosphoenolpyruvate,raman,785.0,included_in_X_ref,b434e78c8034
gobbato_raman_metabolites,gobbato_raman_metabolites::PEP::03,phosphoenolpyruvate,phosphoenolpyruvate,raman,785.0,included_in_X_ref,e75e1a54a619
gobbato_raman_metabolites,gobbato_raman_metabolites::PhInositol::01,phosphatidylinositol,phosphatidylinositol,raman,785.0,included_in_X_ref,108c03d0c1a7
gobbato_raman_metabolites,gobbato_raman_metabolites::PhInositol::02,phosphatidylinositol,phosphatidylinositol,raman,785.0,included_in_X_ref,fdd6e8c69d7a
gobbato_raman_metabolites,gobbato_raman_metabolites::PhInositol::03,phosphatidylinositol,phosphatidylinositol,raman,785.0,included_in_X_ref,564dc1b2dc38
gobbato_raman_metabolites,gobbato_raman_metabolites::Phe::01,phenylalanine,phenylalanine,raman,785.0,included_in_X_ref,51bdff6a9e45
gobbato_raman_metabolites,gobbato_raman_metabolites::Phe::02,phenylalanine,phenylalanine,raman,785.0,included_in_X_ref,9bb58793a26e
gobbato_raman_metabolites,gobbato_raman_metabolites::Phe::03,phenylalanine,phenylalanine,raman,785.0,included_in_X_ref,50716a5dd0b3
gobbato_raman_metabolites,gobbato_raman_metabolites::Phosph::01,phosphate,phosphate,raman,785.0,included_in_X_ref,0364cd90d39a
gobbato_raman_metabolites,gobbato_raman_metabolites::Phosph::02,phosphate,phosphate,raman,785.0,included_in_X_ref,172c17c463e3
gobbato_raman_metabolites,gobbato_raman_metabolites::Phosph::03,phosphate,phosphate,raman,785.0,included_in_X_ref,e29deab84280
gobbato_raman_metabolites,gobbato_raman_metabolites::Pro::01,proline,proline,raman,785.0,included_in_X_ref,c74cf3669648
gobbato_raman_metabolites,gobbato_raman_metabolites::Pro::02,proline,proline,raman,785.0,included_in_X_ref,a81260d34cab
gobbato_raman_metabolites,gobbato_raman_metabolites::Pro::03,proline,proline,raman,785.0,included_in_X_ref,73d960444358
gobbato_raman_metabolites,gobbato_raman_metabolites::Pyr::01,pyruvate,pyruvate,raman,785.0,included_in_X_ref,ef423b0d1050
gobbato_raman_metabolites,gobbato_raman_metabolites::Pyr::02,pyruvate,pyruvate,raman,785.0,included_in_X_ref,6f0c2f437654
gobbato_raman_metabolites,gobbato_raman_metabolites::Pyr::03,pyruvate,pyruvate,raman,785.0,included_in_X_ref,992b6960d08a
gobbato_raman_metabolites,gobbato_raman_metabolites::Ribo::01,riboflavin,riboflavin,raman,785.0,included_in_X_ref,06034d4c1b32
gobbato_raman_metabolites,gobbato_raman_metabolites::Ribo::02,riboflavin,riboflavin,raman,785.0,included_in_X_ref,b091f0b62ba2
gobbato_raman_metabolites,gobbato_raman_metabolites::Ribo::03,riboflavin,riboflavin,raman,785.0,included_in_X_ref,8adfe87e6eb4
gobbato_raman_metabolites,gobbato_raman_metabolites::Ser::01,serine,serine,raman,785.0,included_in_X_ref,d06da4f58721
gobbato_raman_metabolites,gobbato_raman_metabolites::Ser::02,serine,serine,raman,785.0,included_in_X_ref,17c801be0ec9
gobbato_raman_metabolites,gobbato_raman_metabolites::Ser::03,serine,serine,raman,785.0,included_in_X_ref,11a0b0adaf46
gobbato_raman_metabolites,gobbato_raman_metabolites::Stearic::01,stearate,stearate,raman,785.0,included_in_X_ref,9955be4661e2
gobbato_raman_metabolites,gobbato_raman_metabolites::Stearic::02,stearate,stearate,raman,785.0,included_in_X_ref,8b03406e53f9
gobbato_raman_metabolites,gobbato_raman_metabolites::Stearic::03,stearate,stearate,raman,785.0,included_in_X_ref,46e192dda9c8
gobbato_raman_metabolites,gobbato_raman_metabolites::Thy::01,thymine,thymine,raman,785.0,included_in_X_ref,5abe28b89457
gobbato_raman_metabolites,gobbato_raman_metabolites::Thy::02,thymine,thymine,raman,785.0,included_in_X_ref,8d26946c245c
gobbato_raman_metabolites,gobbato_raman_metabolites::Thy::03,thymine,thymine,raman,785.0,included_in_X_ref,6ab20d7b28b2
gobbato_raman_metabolites,gobbato_raman_metabolites::Triolein::01,triolein,triolein,raman,785.0,included_in_X_ref,28528d1eb79c
gobbato_raman_metabolites,gobbato_raman_metabolites::Triolein::02,triolein,triolein,raman,785.0,included_in_X_ref,6b0d4f9f7692
gobbato_raman_metabolites,gobbato_raman_metabolites::Triolein::03,triolein,triolein,raman,785.0,included_in_X_ref,4e8c7de01963
gobbato_raman_metabolites,gobbato_raman_metabolites::Trp::01,tryptophan,tryptophan,raman,785.0,included_in_X_ref,b3ae1fd37035
gobbato_raman_metabolites,gobbato_raman_metabolites::Trp::02,tryptophan,tryptophan,raman,785.0,included_in_X_ref,7ec19db39a4d
gobbato_raman_metabolites,gobbato_raman_metabolites::Trp::03,tryptophan,tryptophan,raman,785.0,included_in_X_ref,eb9759afb632
gobbato_raman_metabolites,gobbato_raman_metabolites::Tyr::01,tyrosine,tyrosine,raman,785.0,included_in_X_ref,c9fbdd9ee8c9
gobbato_raman_metabolites,gobbato_raman_metabolites::Tyr::02,tyrosine,tyrosine,raman,785.0,included_in_X_ref,e7bc7f605a91
gobbato_raman_metabolites,gobbato_raman_metabolites::Tyr::03,tyrosine,tyrosine,raman,785.0,included_in_X_ref,ab446584e3a6
gobbato_raman_metabolites,gobbato_raman_metabolites::UA::01,urate,urate,raman,785.0,included_in_X_ref,cfe746fea89e
gobbato_raman_metabolites,gobbato_raman_metabolites::UA::02,urate,urate,raman,785.0,included_in_X_ref,dbc53a3323fa
gobbato_raman_metabolites,gobbato_raman_metabolites::UA::03,urate,urate,raman,785.0,included_in_X_ref,ca1c35188d54
gobbato_raman_metabolites,gobbato_raman_metabolites::Ura::01,uracil,uracil,raman,785.0,included_in_X_ref,179874ccfad8
gobbato_raman_metabolites,gobbato_raman_metabolites::Ura::02,uracil,uracil,raman,785.0,included_in_X_ref,612a6475058a
gobbato_raman_metabolites,gobbato_raman_metabolites::Ura::03,uracil,uracil,raman,785.0,included_in_X_ref,fc5df26b502d
gobbato_raman_metabolites,gobbato_raman_metabolites::Urea::01,urea,urea,raman,785.0,included_in_X_ref,4fa51b99c645
gobbato_raman_metabolites,gobbato_raman_metabolites::Urea::02,urea,urea,raman,785.0,included_in_X_ref,ebcb19342d08
gobbato_raman_metabolites,gobbato_raman_metabolites::Urea::03,urea,urea,raman,785.0,included_in_X_ref,af44c18ae44d
gobbato_raman_metabolites,gobbato_raman_metabolites::Val::01,valine,valine,raman,785.0,included_in_X_ref,c185ab8409d1
gobbato_raman_metabolites,gobbato_raman_metabolites::Val::02,valine,valine,raman,785.0,included_in_X_ref,5c64550e2c81
gobbato_raman_metabolites,gobbato_raman_metabolites::Val::03,valine,valine,raman,785.0,included_in_X_ref,cc686f27a985
gobbato_raman_metabolites,gobbato_raman_metabolites::Xanth::01,xanthine,xanthine,raman,785.0,included_in_X_ref,026fba248a04
gobbato_raman_metabolites,gobbato_raman_metabolites::Xanth::02,xanthine,xanthine,raman,785.0,included_in_X_ref,325fadcd4875
gobbato_raman_metabolites,gobbato_raman_metabolites::Xanth::03,xanthine,xanthine,raman,785.0,included_in_X_ref,186d9482cdb1
amino_acid_raman_grounding,amino_acid_raman::valine,valine,valine,raman,785.0,included_in_X_ref,6cbed4623503
amino_acid_raman_grounding,amino_acid_raman::glutamate,glutamate,glutamate,raman,785.0,included_in_X_ref,c57914080063
amino_acid_raman_grounding,amino_acid_raman::glutamate,glutamate,glutamate,raman,785.0,included_in_X_ref,c57914080063
amino_acid_raman_grounding,amino_acid_raman::leucine,leucine,leucine,raman,785.0,included_in_X_ref,9a1f87c0d71e
amino_acid_raman_grounding,amino_acid_raman::phenylalanine,phenylalanine,phenylalanine,raman,785.0,included_in_X_ref,7c3f0f98b245
amino_acid_raman_grounding,amino_acid_raman::proline,proline,proline,raman,785.0,included_in_X_ref,0022b835fc64
amino_acid_raman_grounding,amino_acid_raman::alanine,alanine,alanine,raman,785.0,included_in_X_ref,5482eec7b966
amino_acid_raman_grounding,amino_acid_raman::arginine,arginine,arginine,raman,785.0,included_in_X_ref,d51939e3aa0c
amino_acid_raman_grounding,amino_acid_raman::aspartate,aspartate,aspartate,raman,785.0,included_in_X_ref,18979b822143
amino_acid_raman_grounding,amino_acid_raman::glycine,glycine,glycine,raman,785.0,included_in_X_ref,f69c237f5127
amino_acid_raman_grounding,amino_acid_raman::histidine,histidine,histidine,raman,785.0,included_in_X_ref,62ba40bd5b47
amino_acid_raman_grounding,amino_acid_raman::methionine,methionine,methionine,raman,785.0,included_in_X_ref,37382b3fb953
amino_acid_raman_grounding,amino_acid_raman::serine,serine,serine,raman,785.0,included_in_X_ref,43ae8796cb52
amino_acid_raman_grounding,amino_acid_raman::gluth,gluth,gluth,raman,785.0,included_in_X_ref,3983082e8cff
amino_acid_raman_grounding,amino_acid_raman::glucose,glucose,glucose,raman,785.0,included_in_X_ref,f4b5a7a3ca7b
amino_acid_raman_grounding,amino_acid_raman::ure,ure,ure,raman,785.0,included_in_X_ref,e98527ba65fc
amino_acid_raman_grounding,amino_acid_raman::malic acid,malic acid,malic acid,raman,785.0,included_in_X_ref,2bf0ff958922
amino_acid_raman_grounding,amino_acid_raman::carotene,carotene,carotene,raman,785.0,included_in_X_ref,52e97ecf1878
amino_acid_raman_grounding,amino_acid_raman::alb,alb,alb,raman,785.0,included_in_X_ref,8530227551c0
amino_acid_raman_grounding,amino_acid_raman::tryptophan,tryptophan,tryptophan,raman,785.0,included_in_X_ref,690635bfcfb9
