spectrum_id,analyte_id,canonical_analyte_name,source_dataset,raw_path,modality,sers_or_raman,substrate_material,substrate_geometry,colloid_or_planar,excitation_nm,instrument,matrix,concentration,replicate,independent_measurement,raw_or_processed,wavenumber_min,wavenumber_max,point_count,quality_flags,intended_role,allowed_for_representation_learning,allowed_for_evaluation_only,acquisition_domain,admitted_to_joint_analysis,admission_reason,has_full_spectrum
ramanbiolib::76,rbl::palmitoleic acid,palmitoleic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::77,rbl::stearic acid,stearic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::78,rbl::sphingomyelin,sphingomyelin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::79,rbl::triarachidin,triarachidin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::80,rbl::tribehenin,tribehenin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::81,rbl::tricaproin,tricaproin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::82,rbl::tricaprin,tricaprin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::83,rbl::tricaprylin,tricaprylin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::84,rbl::trielaidin,trielaidin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::85,rbl::tri-11-eicosenoin,tri-11-eicosenoin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::86,rbl::trierucin,trierucin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::87,rbl::trilinolein,trilinolein,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::88,rbl::trilinolenin,trilinolenin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::89,rbl::trilaurin,trilaurin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::90,rbl::trimyristin,trimyristin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::91,rbl::triolein,triolein,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::92,rbl::tripalmitin,tripalmitin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::93,rbl::tripetroselinin,tripetroselinin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::94,rbl::tripalmitolein,tripalmitolein,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::95,rbl::tristearin,tristearin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal ring,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::96,rbl::lactalbumin,lactalbumin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::97,rbl::lactalbumin,lactalbumin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::98,rbl::lactalbumin,lactalbumin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::99,rbl::albumin,albumin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::100,rbl::albumin,albumin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::101,rbl::albumin,albumin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::102,rbl::carbonic anhydrase,carbonic anhydrase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::103,rbl::carbonic anhydrase,carbonic anhydrase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::104,rbl::carbonic anhydrase,carbonic anhydrase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::105,rbl::collagen,collagen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::106,rbl::collagen,collagen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::107,rbl::collagen,collagen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::108,rbl::α-chymotrypsinogen a (type ii),α-chymotrypsinogen a (type ii),RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::109,rbl::α-chymotrypsinogen a (type ii),α-chymotrypsinogen a (type ii),RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::110,rbl::α-chymotrypsinogen a (type ii),α-chymotrypsinogen a (type ii),RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::111,rbl::elastase,elastase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::112,rbl::elastase,elastase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::113,rbl::elastase,elastase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::114,rbl::ferritin,ferritin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::115,rbl::ferritin,ferritin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::116,rbl::ferritin,ferritin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::117,rbl::glutathione transferase,glutathione transferase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::118,rbl::glutathione transferase,glutathione transferase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::119,rbl::horseradish peroxidase,horseradish peroxidase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::120,rbl::horseradish peroxidase,horseradish peroxidase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::121,rbl::hemoglobin,hemoglobin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::122,rbl::hemoglobin,hemoglobin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::123,rbl::lectin,lectin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::124,rbl::lectin,lectin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::125,rbl::lectin,lectin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::126,rbl::myoglobin,myoglobin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::127,rbl::myoglobin,myoglobin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::128,rbl::papain,papain,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::129,rbl::papain,papain,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::130,rbl::papain,papain,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::131,rbl::pepsin,pepsin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::132,rbl::pepsin,pepsin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::133,rbl::pepsin,pepsin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::134,rbl::pepsinogen,pepsinogen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::135,rbl::pepsinogen,pepsinogen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::136,rbl::pepsinogen,pepsinogen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::137,rbl::major proteinase,major proteinase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::138,rbl::major proteinase,major proteinase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::139,rbl::major proteinase,major proteinase,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::140,rbl::superoxide dismutases,superoxide dismutases,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::141,rbl::superoxide dismutases,superoxide dismutases,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::142,rbl::superoxide dismutases,superoxide dismutases,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::143,rbl::trypsinogen,trypsinogen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::144,rbl::trypsinogen,trypsinogen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::145,rbl::trypsinogen,trypsinogen,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::146,rbl::trypsin inhibitor,trypsin inhibitor,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::147,rbl::trypsin inhibitor,trypsin inhibitor,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::148,rbl::trypsin inhibitor,trypsin inhibitor,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
ramanbiolib::149,rbl::thaumatin,thaumatin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,488.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|488.0,True,ok,True
ramanbiolib::150,rbl::thaumatin,thaumatin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Glass microscope slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::151,rbl::thaumatin,thaumatin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,Metal rings,none,none,1064.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|1064.0,True,ok,True
