spectrum_id,canonical_analyte,raw_name,modality,source,excitation_nm,replicate,concentration,intended_role,raw_or_processed,admission_gate_ok,admission_gate_reason,is_785,entered_representation,exclude_reason,non_small_molecule_flag,wavenumber_min,wavenumber_max,point_count
ramanbiolib::153,triosephosphate isomerase,triosephosphate isomerase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::154,triosephosphate isomerase,triosephosphate isomerase,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::155,trypsin,trypsin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::156,trypsin,trypsin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::157,trypsin,trypsin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::158,ubiquitin,ubiquitin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::159,ubiquitin,ubiquitin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::160,ubiquitin,ubiquitin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::161,glucose oxidase,glucose oxidase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::162,glucose oxidase,glucose oxidase,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::163,xylanase,xylanase,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::164,xylanase,xylanase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::165,xylanase,xylanase,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::166,cytochrome c,cytochrome c,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),True,450.0,1800.0,1351
ramanbiolib::167,cytochrome c,cytochrome c,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),True,450.0,1800.0,1351
ramanbiolib::168,a-dna,a-dna,raman,RamanBioLib,514.5,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(514.5),False,450.0,1800.0,1351
ramanbiolib::169,b-dna,b-dna,raman,RamanBioLib,514.5,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(514.5),False,450.0,1800.0,1351
ramanbiolib::170,t-rna,t-rna,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::171,ceramide,ceramide,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::172,melanin,melanin,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::173,melanin,melanin,raman,RamanBioLib,632.8,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(632.8),False,450.0,1800.0,1351
ramanbiolib::174,melanin,melanin,raman,RamanBioLib,514.5,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(514.5),False,450.0,1800.0,1351
ramanbiolib::175,melanin,melanin,raman,RamanBioLib,457.9,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(457.9),False,450.0,1800.0,1351
ramanbiolib::176,2-deoxy-d-ribose,2-deoxy-d-ribose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::177,amylopectin,amylopectin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::178,amylose,amylose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::179,(+)-galactose,d-(+)-galactose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::180,(+)-glucose,d-(+)-glucose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::181,(+)-lactose,d-(+)-lactose monohydrate,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::182,(+)-maltose,d-(+)-maltose monohydrate,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::183,(+)-raffinose pentahydrate,d-(+)-raffinose pentahydrate,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::184,(+)-sucrose,d-(+)-sucrose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::185,(+)-xylose,d-(+)-xylose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::186,(-)-fructose,d-(-)-fructose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::187,(-)-ribose,d-(-)-ribose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::188,glycogen,glycogen,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),True,450.0,1800.0,1351
ramanbiolib::189,(+)-arabinose,l-(+)-arabinose,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::190,ceramide,ceramide,raman,RamanBioLib,850.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(850.0),False,450.0,1800.0,1351
ramanbiolib::191,elastin,elastin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::192,keratin,keratin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::193,asparagine,l-asparagine,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::194,aspartic acid,l-aspartic acid,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::195,glucosamine,glucosamine,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::196,tubulin,tubulin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::197,insulin,insulin,raman,RamanBioLib,633.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(633.0),False,450.0,1800.0,1351
ramanbiolib::198,diethylstilbestrol,diethylstilbestrol,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::199,estradiol,estradiol,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::200,estriol,estriol,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::201,estrone,estrone,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::202,ethinylestradiol,ethinylestradiol,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
metabolite63::l-cysteine,cysteine,L-Cysteine,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,500.592,1999.13,716
metabolite63::tetrahydrofolate,tetrahydrofolate,Tetrahydrofolate,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.505,1995.28,716
metabolite63::dihydrofolate,dihydrofolate,Dihydrofolate,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.505,1995.28,716
metabolite63::l-cystine,cystine,L-Cystine,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.505,1995.28,716
metabolite63::l-tryptophan,tryptophan,L-Tryptophan,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.505,1995.28,716
metabolite63::nicotinamide,nicotinamide,Nicotinamide,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.505,1995.28,716
metabolite63::cys-gly,cys-gly,Cys-Gly,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.505,1995.28,716
metabolite63::bis(3-aminopropyl)amine,bis(3-aminopropyl)amine,BIS(3-AMINOPROPYL)AMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::homocysteine,homocysteine,HOMOCYSTEINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::caffeine,caffeine,CAFFEINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::kynurenine,kynurenine,KYNURENINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::l-lysine,lysine,L-LYSINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::l-arginine,arginine,L-ARGININE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::homocystine,homocystine,HOMOCYSTINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::thiamine,thiamine,THIAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::octopamine,octopamine,OCTOPAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::selenocystamine,selenocystamine,SELENOCYSTAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::histamine,histamine,HISTAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::cytochrome c,cytochrome c,CYTOCHROME C,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),True,505.089,2002.21,716
metabolite63::riboflavin,riboflavin,RIBOFLAVIN,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::glutathione,glutathione,GLUTATHIONE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::n-acetyl-l-cysteine,n-acetyl-l-cysteine,N-ACETYL-L-CYSTEINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::4-imidazoleacetic acid,4-imidazoleacetic acid,4-IMIDAZOLEACETIC ACID,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
"metabolite63::3',5'-cyclic amp","3',5'-cyclic amp","3',5'-CYCLIC AMP",sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::l-methionine sulfoximine,methionine sulfoximine,L-METHIONINE SULFOXIMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::l-histidine,histidine,L-HISTIDINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::spermidine,spermidine,SPERMIDINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::biliverdin,biliverdin,BILIVERDIN,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::cysteamine,cysteamine,CYSTEAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::vitamin b12,vitamin b12,VITAMIN B12,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::tyramine,tyramine,TYRAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::tryptamine,tryptamine,TRYPTAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::lumichrome,lumichrome,LUMICHROME,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::n-methyltryptamine,n-methyltryptamine,N-METHYLTRYPTAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::lipoamide,lipoamide,LIPOAMIDE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::3-methoxytyramine,3-methoxytyramine,3-METHOXYTYRAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::2-quinolinecarboxylic acid,2-quinolinecarboxylic acid,2-QUINOLINECARBOXYLIC ACID,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::pterin,pterin,PTERIN,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::indole-3-acetic acid,indole-3-acetic acid,INDOLE-3-ACETIC ACID,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,505.089,2002.21,716
metabolite63::l-asparagine,asparagine,L-ASPARAGINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::n-acetyl-d-tryptophan,n-acetyl-d-tryptophan,N-ACETYL-D-TRYPTOPHAN,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::leucine,leucine,LEUCINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::selenomethionine,selenomethionine,SELENOMETHIONINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::methylguanidine,methylguanidine,METHYLGUANIDINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::dopamine,dopamine,DOPAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::l-cystathionine,cystathionine,L-CYSTATHIONINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::thyrotropin releasing hormone,thyrotropin releasing hormone,THYROTROPIN RELEASING HORMONE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::n-methyl-d-aspartic acid,n-methyl-d-aspartic acid,N-METHYL-D-ASPARTIC ACID,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::carbamoyl phosphate,carbamoyl phosphate,CARBAMOYL PHOSPHATE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::agmatine sulfate,agmatine,AGMATINE SULFATE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::l-cysteic acid,cysteic acid,L-CYSTEIC ACID,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.183,2000.07,716
metabolite63::1-methylnicotinamide,1-methylnicotinamide,1-METHYLNICOTINAMIDE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,501.395,1998.74,716
metabolite63::n-acetyl-dl-glutamic acid,n-acetyl-dl-glutamic acid,N-ACETYL-DL-GLUTAMIC ACID,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,500.741,1999.32,716
metabolite63::mandelic acid,mandelic acid,MANDELIC ACID,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,500.741,1999.32,716
metabolite63::l-tryptophanamide,tryptophanamide,L-TRYPTOPHANAMIDE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,500.741,1999.32,716
metabolite63::dethiobiotin,dethiobiotin,DETHIOBIOTIN,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,498.747,1994.23,716
metabolite63::phenethylamine,phenethylamine,PHENETHYLAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,498.747,1994.23,716
metabolite63::methyl indole-3-acetate,methyl indole-3-acetate,METHYL INDOLE-3-ACETATE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,498.747,1994.23,716
"metabolite63::n,n-dimethyl-1,4-phenylenediamine","n,n-dimethyl-1,4-phenylenediamine","N,N-DIMETHYL-1,4-PHENYLENEDIAMINE",sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,498.747,1994.23,716
metabolite63::1-naphthylamine,1-naphthylamine,1-NAPHTHYLAMINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,498.747,1994.23,716
metabolite63::pipecolate,pipecolate,PIPECOLATE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,499.272,1999.92,716
metabolite63::5-oxo-l-proline,5-oxo-l-proline,5-OXO-L-PROLINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,499.272,1999.92,716
metabolite63::3-methyladenine,3-methyladenine,3-METHYLADENINE,sers,sers_metabolite_63(PMC6989628),633.0,avg(3 scans),physiological,grounding,"processed(avg,bg-subtracted)",True,ok,False,False,633nm(not 785),False,499.272,1999.92,716
adenine::100nano,adenine,Adenine,sers,adenine_sers_control,785.0,1,100nano,grounding,raw,True,ok,True,False,adenine_conc_series(controlled_perturbation_eval),False,99.78549,3500.155,7054
adenine::100pg,adenine,Adenine,sers,adenine_sers_control,785.0,1,100pg,grounding,raw,True,ok,True,False,adenine_conc_series(controlled_perturbation_eval),False,99.78549,3500.155,7054
adenine::10micro,adenine,Adenine,sers,adenine_sers_control,785.0,1,10micro,grounding,raw,True,ok,True,False,adenine_conc_series(controlled_perturbation_eval),False,99.78549,3500.155,7054
adenine::10nano,adenine,Adenine,sers,adenine_sers_control,785.0,1,10nano,grounding,raw,True,ok,True,False,adenine_conc_series(controlled_perturbation_eval),False,99.78549,3500.155,7054
adenine::10pg,adenine,Adenine,sers,adenine_sers_control,785.0,1,10pg,grounding,raw,True,ok,True,False,adenine_conc_series(controlled_perturbation_eval),False,99.79721,3500.167,7054
adenine::1micro,adenine,Adenine,sers,adenine_sers_control,785.0,1,1micro,grounding,raw,True,ok,True,False,adenine_conc_series(controlled_perturbation_eval),False,99.78549,3500.155,7054
gobbato_sers_metabolites::AcCoA::01,acetyl-coa,acetyl-coa,sers,gobbato_sers_metabolites,785.0,01,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,True,-309.99,3270.66,2048
gobbato_sers_metabolites::AcCoA::02,acetyl-coa,acetyl-coa,sers,gobbato_sers_metabolites,785.0,02,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,True,-309.99,3270.66,2048
gobbato_sers_metabolites::AcCoA::03,acetyl-coa,acetyl-coa,sers,gobbato_sers_metabolites,785.0,03,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,True,-309.99,3270.66,2048
gobbato_sers_metabolites::AcCoA::04,acetyl-coa,acetyl-coa,sers,gobbato_sers_metabolites,785.0,04,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,True,-309.99,3270.66,2048
gobbato_sers_metabolites::AcCoA::05,acetyl-coa,acetyl-coa,sers,gobbato_sers_metabolites,785.0,05,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,True,-309.99,3270.66,2048
gobbato_sers_metabolites::Acetoacet::01,acetoacetate,acetoacetate,sers,gobbato_sers_metabolites,785.0,01,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,False,-309.99,3270.66,2048
gobbato_sers_metabolites::Acetoacet::02,acetoacetate,acetoacetate,sers,gobbato_sers_metabolites,785.0,02,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,False,-309.99,3270.66,2048
gobbato_sers_metabolites::Acetoacet::03,acetoacetate,acetoacetate,sers,gobbato_sers_metabolites,785.0,03,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,False,-309.99,3270.66,2048
gobbato_sers_metabolites::Acetoacet::04,acetoacetate,acetoacetate,sers,gobbato_sers_metabolites,785.0,04,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,False,-309.99,3270.66,2048
gobbato_sers_metabolites::Acetoacet::05,acetoacetate,acetoacetate,sers,gobbato_sers_metabolites,785.0,05,100uM,grounding,raw(bwtek dark-subtracted),True,ok,True,True,,False,-309.99,3270.66,2048
